name_enroll,imagenum_enroll,name_verify,imagenum_verify
Mark_Butcher_1,0,Mark_Butcher_3,0
Dalai_Lama_1,0,Dalai_Lama_3,0
Kate_Lee_2,0,Kate_Lee_3,0
Ed_Rendell_1,0,Ed_Rendell_2,0
Harry_Kalas_1,0,Harry_Kalas_3,0
Rio_Ferdinand_2,0,Rio_Ferdinand_3,0
John_Burkett_1,0,John_Burkett_2,0
Prince_William_1,0,Prince_William_2,0
Spencer_Abraham_2,0,Spencer_Abraham_3,0
Mikhail_Kalashnikov_1,0,Mikhail_Kalashnikov_3,0
Jimmy_Smits_1,0,Jimmy_Smits_3,0
Lindsay_Davenport_1,0,Lindsay_Davenport_3,0
Terry_Hoeppner_1,0,Terry_Hoeppner_3,0
Ronde_Barber_1,0,Ronde_Barber_3,0
Charles_Bronson_1,0,Charles_Bronson_2,0
Werner_Schlager_2,0,Werner_Schlager_3,0
Placido_Domingo_1,0,Placido_Domingo_3,0
Juan_Ignacio_Chela_1,0,Juan_Ignacio_Chela_2,0
Felicity_Huffman_1,0,Felicity_Huffman_3,0
Rio_Ferdinand_1,0,Rio_Ferdinand_3,0
Johnny_Hallyday_1,0,Johnny_Hallyday_2,0
Andre_Techine_1,0,Andre_Techine_3,0
Hayley_Tullett_1,0,Hayley_Tullett_2,0
Natalie_Maines_2,0,Natalie_Maines_3,0
Alberto_Sordi_1,0,Alberto_Sordi_2,0
Carey_Lowell_1,0,Carey_Lowell_3,0
Khalid_Khannouchi_1,0,Khalid_Khannouchi_3,0
Mack_Brown_1,0,Mack_Brown_3,0
Patricia_Wartusch_1,0,Patricia_Wartusch_2,0
Mike_Eskew_1,0,Mike_Eskew_2,0
Ed_Rosenthal_1,0,Ed_Rosenthal_3,0
Raul_Rivero_1,0,Raul_Rivero_2,0
Spencer_Abraham_1,0,Spencer_Abraham_3,0
Sarah_Hughes_1,0,Sarah_Hughes_3,0
Joe_Crede_1,0,Joe_Crede_2,0
Claire_Tomalin_2,0,Claire_Tomalin_3,0
Sarah_Hughes_2,0,Sarah_Hughes_3,0
Dick_Clark_1,0,Dick_Clark_3,0
Annette_Lu_2,0,Annette_Lu_3,0
Dany_Heatley_1,0,Dany_Heatley_2,0
Charles_Schumer_2,0,Charles_Schumer_3,0
Bo_Pelini_1,0,Bo_Pelini_3,0
Andy_Bryant_2,0,Andy_Bryant_3,0
Carey_Lowell_2,0,Carey_Lowell_3,0
Catherine_Bell_2,0,Catherine_Bell_3,0
Eve_Pelletier_2,0,Eve_Pelletier_3,0
Theresa_May_1,0,Theresa_May_2,0
Nicola_Wells_1,0,Nicola_Wells_2,0
Harry_Kalas_1,0,Harry_Kalas_2,0
Jeffrey_Donaldson_2,0,Jeffrey_Donaldson_3,0
Felipe_De_Borbon_2,0,Felipe_De_Borbon_3,0
Sue_Grafton_1,0,Sue_Grafton_2,0
Gloria_Allred_1,0,Gloria_Allred_3,0
Andy_Bryant_1,0,Andy_Bryant_2,0
Don_Flanagan_1,0,Don_Flanagan_3,0
Laura_Morante_1,0,Laura_Morante_3,0
Gloria_Allred_2,0,Gloria_Allred_3,0
Tony_Blair_1,0,Tony_Blair_2,0
Gloria_Allred_1,0,Gloria_Allred_2,0
Terunobu_Maeda_1,0,Terunobu_Maeda_3,0
Jesse_Helms_1,0,Jesse_Helms_2,0
Jorge_Batlle_2,0,Jorge_Batlle_3,0
Patricia_Wartusch_2,0,Patricia_Wartusch_3,0
Shigeru_Ishiba_1,0,Shigeru_Ishiba_3,0
Abdullah_1,0,Abdullah_2,0
Harvey_Weinstein_1,0,Harvey_Weinstein_2,0
Joey_Harrington_2,0,Joey_Harrington_3,0
Jonathan_Horton_1,0,Jonathan_Horton_3,0
Garth_Drabinsky_1,0,Garth_Drabinsky_3,0
Jonathan_Horton_2,0,Jonathan_Horton_3,0
David_Zeplowitz_1,0,David_Zeplowitz_3,0
Megawati_Sukarnoputri_1,0,Megawati_Sukarnoputri_3,0
Roberto_Canessa_1,0,Roberto_Canessa_2,0
Nanni_Moretti_2,0,Nanni_Moretti_3,0
Keira_Knightley_2,0,Keira_Knightley_3,0
Paula_Dobriansky_2,0,Paula_Dobriansky_3,0
Patrick_Rafter_1,0,Patrick_Rafter_3,0
Jose_Manuel_Durao_Barroso_2,0,Jose_Manuel_Durao_Barroso_3,0
Michael_Capellas_1,0,Michael_Capellas_3,0
Magui_Serna_1,0,Magui_Serna_3,0
Ernie_Eves_1,0,Ernie_Eves_2,0
Anita_DeFrantz_1,0,Anita_DeFrantz_3,0
Jaromir_Jagr_1,0,Jaromir_Jagr_3,0
Nanni_Moretti_1,0,Nanni_Moretti_2,0
Dan_Duquette_1,0,Dan_Duquette_2,0
Joe_Torre_1,0,Joe_Torre_2,0
Paula_Dobriansky_1,0,Paula_Dobriansky_2,0
Ernie_Fletcher_1,0,Ernie_Fletcher_2,0
Flavia_Pennetta_1,0,Flavia_Pennetta_3,0
Megawati_Sukarnoputri_1,0,Megawati_Sukarnoputri_2,0
Bernard_Landry_1,0,Bernard_Landry_3,0
Princess_Caroline_1,0,Princess_Caroline_2,0
Carly_Fiorina_1,0,Carly_Fiorina_2,0
Katie_Smith_2,0,Katie_Smith_3,0
Luca_Cordero_di_Montezemolo_1,0,Luca_Cordero_di_Montezemolo_2,0
Jules_Asner_2,0,Jules_Asner_3,0
Princess_Caroline_1,0,Princess_Caroline_3,0
Phil_Cline_1,0,Phil_Cline_3,0
Kate_Burton_1,0,Kate_Burton_2,0
Eric_Bana_1,0,Eric_Bana_2,0
Reggie_Miller_1,0,Reggie_Miller_2,0
Penny_Lancaster_1,0,Penny_Lancaster_2,0
Daniel_Patrick_Moynihan_1,0,Daniel_Patrick_Moynihan_2,0
Biljana_Plavsic_1,0,Biljana_Plavsic_2,0
Yekaterina_Guseva_1,0,Yekaterina_Guseva_2,0
Paul_Wellstone_1,0,Paul_Wellstone_3,0
Antonio_Catania_1,0,Antonio_Catania_2,0
Daniel_Ortega_1,0,Daniel_Ortega_2,0
Pat_Burns_2,0,Pat_Burns_3,0
Oscar_De_La_Hoya_2,0,Oscar_De_La_Hoya_3,0
Abdullah_2,0,Abdullah_3,0
Scott_McClellan_1,0,Scott_McClellan_3,0
Jerry_Springer_1,0,Jerry_Springer_2,0
Joseph_Biden_2,0,Joseph_Biden_3,0
Donald_Regan_1,0,Donald_Regan_2,0
Tung_Chee-hwa_1,0,Tung_Chee-hwa_3,0
El_Hadji_Diouf_2,0,El_Hadji_Diouf_3,0
Regina_Ip_1,0,Regina_Ip_3,0
Daniel_Ortega_2,0,Daniel_Ortega_3,0
Eduardo_Duhalde_1,0,Eduardo_Duhalde_2,0
Dan_Duquette_1,0,Dan_Duquette_3,0
Matthew_Perry_1,0,Matthew_Perry_3,0
Katie_Smith_1,0,Katie_Smith_2,0
Laurence_Tribe_1,0,Laurence_Tribe_2,0
Scott_McClellan_1,0,Scott_McClellan_2,0
Wanda_de_la_Jesus_1,0,Wanda_de_la_Jesus_2,0
Harvey_Weinstein_2,0,Harvey_Weinstein_3,0
William_Perry_1,0,William_Perry_2,0
El_Hadji_Diouf_1,0,El_Hadji_Diouf_3,0
Craig_Morgan_2,0,Craig_Morgan_3,0
Jules_Asner_1,0,Jules_Asner_3,0
Ernie_Eves_1,0,Ernie_Eves_3,0
Abdullah_1,0,Abdullah_3,0
Laurence_Tribe_1,0,Laurence_Tribe_3,0
Jonathan_Horton_1,0,Jonathan_Horton_2,0
Jose_Manuel_Durao_Barroso_1,0,Jose_Manuel_Durao_Barroso_2,0
Biljana_Plavsic_1,0,Biljana_Plavsic_3,0
Kevin_Hearn_1,0,Kevin_Hearn_2,0
Marc-Andre_Fleury_1,0,Marc-Andre_Fleury_3,0
Leland_Chapman_1,0,Leland_Chapman_2,0
Albert_Costa_1,0,Albert_Costa_3,0
Anita_DeFrantz_1,0,Anita_DeFrantz_2,0
Peter_Chan_2,0,Peter_Chan_3,0
Chung_Mong-joon_1,0,Chung_Mong-joon_2,0
Regina_Ip_2,0,Regina_Ip_3,0
Roberto_Canessa_1,0,Roberto_Canessa_3,0
Chung_Mong-joon_1,0,Chung_Mong-joon_3,0
Mehmet_Ali_Sahin_1,0,Mehmet_Ali_Sahin_2,0
Marie-Reine_Le_Gougne_1,0,Marie-Reine_Le_Gougne_2,0
Serge_Klarsfeld_1,0,Serge_Klarsfeld_3,0
Martin_Lawrence_1,0,Martin_Lawrence_3,0
Todd_MacCulloch_1,0,Todd_MacCulloch_3,0
Bill_Cartwright_1,0,Bill_Cartwright_2,0
Stephen_Frears_2,0,Stephen_Frears_3,0
Daniel_Patrick_Moynihan_2,0,Daniel_Patrick_Moynihan_3,0
Emilio_Botin_1,0,Emilio_Botin_3,0
Andrew_Luster_1,0,Andrew_Luster_2,0
Diane_Lane_1,0,Diane_Lane_3,0
Shane_Warne_1,0,Shane_Warne_3,0
Leland_Chapman_1,0,Leland_Chapman_3,0
Colleen_Atwood_1,0,Colleen_Atwood_2,0
Ricardo_Sanchez_2,0,Ricardo_Sanchez_3,0
Bernard_Landry_2,0,Bernard_Landry_3,0
Marianne_Stanley_1,0,Marianne_Stanley_3,0
Chung_Mong-joon_2,0,Chung_Mong-joon_3,0
Jamie_King_1,0,Jamie_King_3,0
Hana_Makhmalbaf_1,0,Hana_Makhmalbaf_3,0
Hana_Makhmalbaf_2,0,Hana_Makhmalbaf_3,0
Chea_Sophara_2,0,Chea_Sophara_3,0
Steven_Seagal_1,0,Steven_Seagal_3,0
Kay_Bailey_Hutchison_1,0,Kay_Bailey_Hutchison_3,0
Darren_Clarke_1,0,Darren_Clarke_2,0
Giannina_Facio_1,0,Giannina_Facio_2,0
Danny_Ainge_2,0,Danny_Ainge_3,0
Wesley_Clark_1,0,Wesley_Clark_3,0
David_Zeplowitz_1,0,David_Zeplowitz_2,0
Jerry_Regier_1,0,Jerry_Regier_2,0
Matthew_Perry_2,0,Matthew_Perry_3,0
Joe_Mantegna_1,0,Joe_Mantegna_2,0
Anita_DeFrantz_2,0,Anita_DeFrantz_3,0
Renee_Zellweger_1,0,Renee_Zellweger_3,0
Charles_Taylor_1,0,Charles_Taylor_3,0
Kate_Burton_1,0,Kate_Burton_3,0
Norm_Coleman_1,0,Norm_Coleman_2,0
Jessica_Lynch_2,0,Jessica_Lynch_3,0
Peter_Chan_1,0,Peter_Chan_2,0
Samira_Makhmalbaf_2,0,Samira_Makhmalbaf_3,0
Abbas_Kiarostami_1,0,Abbas_Kiarostami_2,0
Sheryl_Crow_1,0,Sheryl_Crow_3,0
Nanni_Moretti_1,0,Nanni_Moretti_3,0
Harvey_Weinstein_1,0,Harvey_Weinstein_3,0
Roseanne_Barr_1,0,Roseanne_Barr_2,0
Nicole_Parker_1,0,Nicole_Parker_2,0
Akbar_Hashemi_Rafsanjani_1,0,Akbar_Hashemi_Rafsanjani_3,0
Ruben_Studdard_1,0,Ruben_Studdard_3,0
Mitch_Kupchak_2,0,Mitch_Kupchak_3,0
Nick_Cassavetes_1,0,Nick_Cassavetes_3,0
David_McKiernan_1,0,David_McKiernan_2,0
Nicole_Parker_2,0,Nicole_Parker_3,0
Greg_Kinnear_1,0,Greg_Kinnear_3,0
Ethan_Hawke_1,0,Ethan_Hawke_2,0
Michael_Winterbottom_1,0,Michael_Winterbottom_2,0
Tabare_Vazquez_1,0,Tabare_Vazquez_3,0
Rudy_Tomjanovich_2,0,Rudy_Tomjanovich_3,0
John_Stallworth_1,0,John_Stallworth_2,0
Dustin_Hoffman_1,0,Dustin_Hoffman_3,0
Inam-ul-Haq_2,0,Inam-ul-Haq_3,0
Alfonso_Portillo_2,0,Alfonso_Portillo_3,0
John_Ruiz_2,0,John_Ruiz_3,0
Tony_Curtis_2,0,Tony_Curtis_3,0
Carlos_Barragan_1,0,Carlos_Barragan_2,0
Carlos_Barragan_2,0,Carlos_Barragan_3,0
Phil_Vassar_1,0,Phil_Vassar_2,0
Dan_Wheldon_1,0,Dan_Wheldon_2,0
Tony_Curtis_1,0,Tony_Curtis_3,0
Adam_Sandler_1,0,Adam_Sandler_3,0
Roberto_Carlos_1,0,Roberto_Carlos_3,0
Tom_Daschle_2,0,Tom_Daschle_3,0
Brian_Heidik_1,0,Brian_Heidik_2,0
Asmaa_Assad_1,0,Asmaa_Assad_2,0
Paul_Wolfowitz_2,0,Paul_Wolfowitz_3,0
Aung_San_Suu_Kyi_1,0,Aung_San_Suu_Kyi_2,0
Mitt_Romney_1,0,Mitt_Romney_3,0
John_Scarlett_1,0,John_Scarlett_2,0
Diego_Diego_Lerman_2,0,Diego_Diego_Lerman_3,0
Chen_Shui-bian_1,0,Chen_Shui-bian_3,0
German_Khan_2,0,German_Khan_3,0
Matthew_Ouimet_1,0,Matthew_Ouimet_2,0
Laura_Schlessinger_2,0,Laura_Schlessinger_3,0
Frank_Schmoekel_1,0,Frank_Schmoekel_2,0
Clay_Aiken_1,0,Clay_Aiken_2,0
Paul_Burrell_2,0,Paul_Burrell_3,0
Juan_Valencia_Osorio_2,0,Juan_Valencia_Osorio_3,0
Dragan_Covic_1,0,Dragan_Covic_2,0
Pedro_Solbes_1,0,Pedro_Solbes_2,0
Pete_Carroll_2,0,Pete_Carroll_3,0
Jean-Claude_Van_Damme_2,0,Jean-Claude_Van_Damme_3,0
Elizabeth_Hurley_1,0,Elizabeth_Hurley_2,0
Robert_Morvillo_1,0,Robert_Morvillo_2,0
Richard_Virenque_1,0,Richard_Virenque_2,0
Christopher_Walken_1,0,Christopher_Walken_3,0
Cristina_Fernandez_1,0,Cristina_Fernandez_2,0
Lily_Safra_2,0,Lily_Safra_3,0
Wes_Craven_1,0,Wes_Craven_3,0
Carla_Sullivan_2,0,Carla_Sullivan_3,0
Frank_Pallone_2,0,Frank_Pallone_3,0
Dominik_Hrbaty_2,0,Dominik_Hrbaty_3,0
Mathias_Reichhold_2,0,Mathias_Reichhold_3,0
David_Bisbal_2,0,David_Bisbal_3,0
Garry_Kasparov_2,0,Garry_Kasparov_3,0
Stephane_Rousseau_2,0,Stephane_Rousseau_3,0
Mitt_Romney_1,0,Mitt_Romney_2,0
Lew_Rywin_1,0,Lew_Rywin_2,0
Elijah_Wood_1,0,Elijah_Wood_3,0
Eladio_Larez_1,0,Eladio_Larez_2,0
Mariah_Carey_1,0,Mariah_Carey_3,0
Vladimiro_Montesinos_1,0,Vladimiro_Montesinos_2,0
