name_enroll,imagenum_enroll,name_verify,imagenum_verify,is_genuine
Bernard_Landry,1,Marc_Shaiman,1,0
Bernard_Law,3,Qian_Qichen,1,0
Bernard_Lord,2,Cheryl_Tiegs,1,0
Bernardo_Segura,2,Mike_Bair,1,0
Bernardo_Segura,2,Park_Jung_Sung,1,0
Bernardo_Segura,2,Ray_Romano,9,0
Bettina_Rheims,1,Stephen_Covey,1,0
Betty_Garrison,1,Rudy_Tomjanovich,1,0
Bijan_Namdar_Zangeneh,2,Inam-ul-Haq,1,0
Bill_Belichick,1,Guillermo_Coria,25,0
Bill_Bradley,1,Santiago_Botero,1,0
Bill_Callahan,2,Richard_Tubb,1,0
Bill_Duffey,1,Catriona_Le_May_Doan,1,0
Bill_Kong,1,Herta_Daeubler-Gmelin,2,0
Bill_Nelson,2,Buck_Rodgers,1,0
Bill_Nelson,2,Roberto_Tovar,1,0
Bill_OReilly,1,Kathryn_Bigelow,1,0
Bill_Parcells,2,Jong_Wook_Lee,4,0
Bill_Pryor,1,Wes_Craven,1,0
Bill_Rainer,1,Patricia_Clarkson,4,0
Bill_Readdy,1,Kirk_Doerger,1,0
Bill_Richardson,1,Roger_Grimes,1,0
Bill_Stein,1,Chip_Burrus,1,0
Bill_Walton,1,Gary_Marshall,1,0
Billy_Bob_Thornton,1,Oscar_DLeon,1,0
Billy_Graham,2,Jean_Nagel,1,0
Billy_Joel,1,Edwina_Currie,3,0
Billy_Joel,1,Lloyd_Richards,1,0
Binyamin_Ben-Eliezer,6,Vicki_Zhao_Wei,1,0
Bison_Dele,1,John_Stockton,4,0
Bob_Alper,1,Chris_Reitsma,1,0
Bob_Alper,1,Tony_Curtis,2,0
Bob_Bowlsby,1,Tyler_Grillo,1,0
Bob_Ferguson,1,Jean-Francois_Pontal,1,0
Bob_Geldof,1,John_Spencer,2,0
Bob_Krueger,1,Carlos_Alberto_Parreira,1,0
Bob_Melvin,1,Eileen_Coparropa,2,0
Bob_Stoops,2,David_Siegel,1,0
Bob_Stoops,4,Yoelbi_Quesada,1,0
Bob_Wright,1,Eriko_Tamura,1,0
Bob_Wright,1,Margaret_Thatcher,1,0
Boris_Becker,2,Jason_Gardner,1,0
Boris_Berezovsky,1,David_Nalbandian,13,0
Boris_Henry,1,Richard_Branson,2,0
Boris_Henry,1,Venus_Williams,4,0
Brad_Brownell,1,Cindy_Moll,1,0
Brad_Gushue,1,Patricia_Wartusch,1,0
Brad_Johnson,3,Diana_Munz,2,0
Brandon_Hammond,1,Kurt_Thomas,1,0
Brandon_Inge,1,Jose_Lopez_Beltran,1,0
Brandon_Inge,1,Mike_Szymanczyk,1,0
Brendan_Hansen,1,Jim_Wong,1,0
Brett_Hull,1,Geoffrey_Rush,1,0
Brian_Grazier,1,Huang_Suey-Sheng,1,0
Brian_Grazier,1,Nate_Huffman,1,0
Brian_Gregory,1,Jimmy_Lee,1,0
Brian_Mulroney,2,Yogi_Berra,1,0
Brian_Pavlich,1,Marc-Andre_Fleury,2,0
Brian_Pavlich,1,Scott_Sullivan,1,0
Brian_Van_Dusen,1,Sergio_Garcia,1,0
Brittany_Snow,1,Jim_Bunning,1,0
Brooke_Gordon,1,Hushiar_Zebari,1,0
Brooke_Gordon,1,Lucia_Kenny_Anthony,1,0
Bruce_Arena,1,Robert_Wiener,1,0
Bruce_Springsteen,2,Shamai_Leibowitz,1,0
Bruce_Van_De_Velde,1,Greg_Owen,1,0
Bruno_Junquiera,1,Edgar_Savisaar,1,0
Bryant_Young,1,Lisa_Stone,1,0
Buck_Rodgers,1,Paul_ONeill,9,0
Bulent_Ecevit,1,Lee_Yuan-tseh,1,0
Buzz_Hargrove,1,Keith_Olbermann,1,0
Buzz_Hargrove,1,Tom_Crean,5,0
Caio_Blat,1,Paula_Radcliffe,3,0
Caio_Blat,1,Teresa_Worbis,1,0
Cameron_Diaz,1,Daniela_Cicarelli,1,0
Cameron_Diaz,1,Kim_Dae-jung,3,0
Camryn_Manheim,1,Simona_Hradil,1,0
Carla_Myers,2,John_Henry,1,0
Carla_Sullivan,1,Monique_Garbrecht-Enfeldt,2,0
Carlos_Queiroz,1,Pa_Kou_Hang,1,0
Carlos_Ruiz,1,Kelvin_Sampson,2,0
Carlos_Ruiz,1,Lincoln_Chafee,1,0
Carlos_Ruiz,1,Phil_Mickelson,2,0
Carlos_Salinas,1,Shaun_Rusling,1,0
Carly_Fiorina,2,Khalid_Qazi,1,0
Carolina_Barco,1,Maha_Habib,1,0
Carolina_Kluft,1,William_Bratton,2,0
Carolina_Moraes,2,Hushiar_Zebari,1,0
Cassandra_Heise,1,Michael_Kors,1,0
Cathryn_Crawford,1,Kathryn_Grayson,1,0
Catriona_Le_May_Doan,1,Paul_Henderson,1,0
Cecilia_Bolocco,1,Yann_Martel,2,0
Cesar_Gaviria,4,Sasha_Alexander,1,0
Chadha_Gurinder,1,George_Ryan,2,0
Chakib_Khelil,1,Nathan_Doudney,1,0
Chan_Choi,1,Helmut_Panke,1,0
Chan_Choi,1,Jayson_Williams,3,0
Charles_Bell,1,James_Carville,1,0
Charles_Chandler_IV,1,Rainer_Geulen,1,0
Charles_Lebois,1,Yingfan_Wang,1,0
Charles_Lebois,1,Zeng_Qinghong,1,0
Charles_Mathews,1,Judy_Genshaft,1,0
Charles_Moose,9,Sheryl_Crow,4,0
Charlotte_Casiraghi,1,Irina_Framtsova,1,0
Charlotte_Casiraghi,1,Jan_Pronk,1,0
Charlotte_Casiraghi,1,Paddy_Long,1,0
Chen_Kaige,1,Manfred_Reyes_Villa,1,0
Chen_Tsai-chin,1,Tim_Welsh,1,0
Cheryl_Hines,1,Hal_Gehman,3,0
Chip_Ganassi,1,Lenny_Kravitz,1,0
Chris_Columbus,1,Patricia_Garone,1,0
Chris_Cooper,1,Jason_Statham,1,0
Chris_Cornell,1,Gary_Marshall,1,0
Chris_Crocker,1,Zafarullah_Khan_Jamali,1,0
Chris_Moore,1,Marsha_Sharp,1,0
Christian_Bale,1,Nancy_Greenlaw,1,0
Christian_Lacroix,1,Tom_OBrien,1,0
Christian_Lirette,1,Taku_Yamasaki,1,0
Christian_Malcolm,1,Pat_Rochester,1,0
Christina_Aguilera,4,Fred_Huff,1,0
Christoph_Daum,1,Mitchell_Crooks,1,0
Christopher_Amolsch,1,Jen_Schefft,1,0
Christopher_Matero,1,Dita_Von_Tesse,1,0
Chuck_Hagel,1,Hu_Jintao,1,0
Cindy_Klassen,1,Jayson_Williams,3,0
Cindy_Moll,1,Gregorio_Rosal,1,0
Cindy_Moll,1,Randy_Jackson,1,0
Cindy_Zagorski,1,Farouk_al-Sharaa,2,0
Ciro_Gomes,4,Edgar_Savisaar,1,0
Ciro_Gomes,4,JT_Snow,1,0
Clara_Harris,1,Ekke_Hard_Forberg,1,0
Claude_Jorda,1,Darko_Milicic,1,0
Claudia_Schiffer,3,Marco_Antonio_Barrera,2,0
Clemente_de_la_Vega,1,Keith_Brown,1,0
Cliff_Ellis,1,Paul_Luvera,1,0
Clifford_Robinson,1,Tom_Schnackenberg,1,0
Clive_Lloyd,1,Fujio_Cho,5,0
Clive_Woodward,1,Yasar_Yakis,3,0
Colin_Farrell,7,Rudolph_Holton,1,0
Colin_Jackson,2,Keiko_Sofia_Fujimori,1,0
Colleen_Atwood,1,Luis_Fonsi,1,0
Colleen_Donovan,1,Wen_Jiabao,9,0
Columba_Bush,1,Paul_Walker,1,0
Conan_OBrien,2,Crispin_Glover,1,0
Craig_Doblin,1,Monte_Kiffin,1,0
Craig_OClair,1,Eddie_Jordan,1,0
Cristian_Barros,1,Miranda_Otto,1,0
Cristian_Barros,1,Paul_William_Hurley,1,0
Cristian_Barros,1,Saied_Hadi_al_Mudarissi,1,0
Cristiano_da_Matta,1,Jason_Priestley,1,0
Cuba_Gooding_Jr,1,Lee_Byung-woong,1,0
Curtis_Rodriguez,1,Gary_Sinise,1,0
Curtis_Rodriguez,1,Phil_Cline,1,0
DAngelo_Jimenez,1,Wendy_Kennedy,1,0
Daja_Bedanova,1,Dean_Barker,1,0
Dale_Bosworth,1,Tyrone_Medley,1,0
Dale_Earnhardt,1,Demi_Moore,1,0
Dale_Earnhardt,1,Roy_Halladay,1,0
Damon_van_Dam,1,Maria_Shkolnikova,1,0
Dan_Bartlett,1,Tim_Robbins,2,0
Dan_Boyle,1,Pete_Gillen,1,0
Dan_Boyle,1,Zarai_Toledo,2,0
Dan_Duquette,1,Juliette_Binoche,1,0
Dan_Guerrero,1,Walter_Mondale,5,0
Daniel_Bruehl,1,Geovani_Lapentti,1,0
Daniel_Day-Lewis,3,Jaromir_Jagr,1,0
Daniel_Rouse,1,Talisa_Bratt,1,0
Daniel_Rouse,1,Tono_Suratman,1,0
Danny_Ainge,1,Sanjay_Gupta,1,0
Darla_Moore,1,Hugh_Carey,1,0
Darrell_Issa,1,Martin_Torrijos,1,0
Darren_Clarke,1,William_Swor,1,0
Dave_Matthews,1,Ruben_Studdard,1,0
Dave_Matthews,1,Suzanne_Torrance,1,0
Dave_Tucker,1,Scott_Peterson,2,0
David_Anderson,5,Sharess_Harrell,1,0
David_Bowie,1,Gloria_Allred,1,0
David_Dewhurst,1,Leah_Remini,1,0
David_Dodge,2,Jerry_Tarkanian,1,0
David_Duke,1,Micky_Arison,1,0
David_Duke,1,Yoon_Won-Sik,1,0
David_Gest,1,Hikmat_al-Azzawi,1,0
David_Heymann,3,Richard_Sterner,1,0
David_Hilt,1,Emma_Thompson,2,0
David_Hilt,1,Shawn_Bradley,1,0
David_Myers,2,Kenny_Brack,1,0
David_Sibleyk,1,Mikhail_Khodorkovsky,1,0
David_Siegel,1,Timothy_Rigas,1,0
David_Spade,1,Evander_Holyfield,1,0
Dean_Barkley,4,Mohamed_Benaissa,2,0
Deb_Santos,1,Rodney_Rempt,1,0
Debbie_Reynolds,3,Kristin_Scott_Thomas,1,0
Demetrius_Ferraciu,2,Mario_Austin,1,0
Denis_Fassou-Nguesso,1,Luiz_Felipe_Scolari,2,0
Denis_Fassou-Nguesso,1,Tim_Floyd,2,0
Deniz_Baykal,1,Martin_Hoellwarth,1,0
Dennis_Erickson,2,Tom_Craddick,1,0
Dennis_Kucinich,6,Terry_Hoeppner,1,0
Dennis_Oswald,1,Shamai_Leibowitz,1,0
Dereck_Whittenburg,1,Miranda_Otto,1,0
Derrick_Rodgers,1,Young_Kim,1,0
Diana_Krall,1,Mark_Salter,1,0
Diana_Krall,3,Thomas_Wyman,2,0
Diana_Silvius,1,Robert_Pollack,1,0
Diana_Taurasi,2,Steven_Seagal,2,0
Dianne_Feinstein,1,Dolly_Parton,1,0
Diego_Armando_Maradona,1,Lee_Chang-dong,1,0
Dimitar_Berbatov,1,Naomi_Bronstein,1,0
Dita_Von_Tesse,1,Olesya_Bonabarenko,2,0
Djabir_Said-Guerni,1,Marty_Mornhinweg,3,0
Doc_Rivers,1,Malcolm_Glazer,1,0
Dolly_Parton,1,Miguel_Juarez_Perez,1,0
Don_Hewitt,1,Mike_Webster,1,0
Donald_Hays,1,Jennifer_Gratz,1,0
Donald_Hays,1,Marcio_de_Souza,1,0
Donald_Hays,1,Roger_Moore,3,0
Donna_Ralston,1,Lee_Nam-shin,1,0
Donnie_Brennan,1,Javier_Solana,9,0
Donnie_Brennan,1,Lesley_McCulloch,3,0
Doug_Christie,1,Richard_Jefferson,1,0
Doug_Wilson,1,Lee_Chang-dong,1,0
Drew_Bledsoe,1,Jackie_Sherrill,1,0
Duncan_Fletcher,1,Nikki_McKibbin,1,0
Dustin_Brown,1,Wu_Yi,2,0
Dyab_Abou_Jahjah,1,Tim_Curley,1,0
Ed_Book,1,Mike_Alden,1,0
Ed_Rendell,1,Larenz_Tate,1,0
Ed_Smart,3,William_Shatner,1,0
Ed_Smart,3,Zaini_Abdullah,1,0
Eddie_Compass,1,Jean_Brumley,1,0
Eddie_Fenech_Adami,1,Elodie_Bouchez,1,0
Eduardo_Chillida,1,Luther_Htu,1,0
Eduardo_Romero,1,Jerry_Colangelo,1,0
Edward_Burns,1,Lee_Ann_Womack,1,0
Edward_Lohn,1,Shingo_Suetsugu,1,0
Eglis_Yaima_Cruz,1,Namuddu_Florence,1,0
Eileen_Coparropa,1,John_Warner,4,0
Eileen_Coparropa,1,Sadie_Frost,3,0
Eileen_Spina,1,Jason_Statham,1,0
Ekke_Hard_Forberg,1,Kevin_Sorbo,1,0
Elena_Bereznaya,1,Queen_Beatrix,3,0
Eli_Stutsman,1,Gerald_Fitch,1,0
Elijan_Ingram,1,Thomas_Wilkens,1,0
Elizabeth_Taylor,1,Nancy_Kerrigan,1,0
Elizabeth_Taylor,1,Shimon_Peres,3,0
Ellen_DeGeneres,2,Kevin_Keegan,1,0
Ellen_DeGeneres,2,Richard_Sambrook,2,0
Ellen_Engleman,1,Hassanal_Bolkiah,1,0
Elodie_Bouchez,1,Enrique_Oliu,1,0
Elodie_Bouchez,1,Robert_Mugabe,2,0
Elton_John,3,Jason_Jennings,2,0
Emanuel_Ginobili,1,Norm_Macdonald,1,0
Emanuel_Ginobili,5,Ray_Halbritter,1,0
Emile_Lahoud,2,Ricky_Martin,1,0
Emily_Robison,2,Penelope_Taylor,1,0
Emmanuel_Milingo,1,Shane_Loux,1,0
Emmanuelle_Jagodsinski,1,Zara_Akhmadova,1,0
Emmit_Smith,2,Namuddu_Florence,1,0
Enola_Rice,1,Jose_Theodore,1,0
Enrique_Medina_Gomez,1,William_Cocksedge,1,0
Eric_Christian_Olsen,1,Lisa_Gottsegen,2,0
Eric_Lloyd,1,Mark_Gottfried,3,0
Eric_Robert_Rudolph,1,Gregg_Berhalter,1,0
Eric_Taino,1,Igor_Ivanov,9,0
Erika_Harold,4,Sepp_Blatter,1,0
Erin_Brockovich,1,Takahiro_Mori,1,0
Ernest_Hollings,1,Steve_Backley,1,0
Ernie_Els,1,Octavio_Lara,1,0
Ernie_Grunfeld,1,Steven_Kinlock,1,0
Ernie_Preate,1,Farouk_al-Sharaa,1,0
Ernie_Stewart,1,Mohammed_Mehdi_Saleh,1,0
Fabrice_Santoro,3,Jennifer_Lopez,9,0
Faisal_Saleh_Hayat,1,Keira_Knightley,2,0
Farida_Ragoonanan,1,Lionel_Richie,2,0
Feliciano_Lopez,1,Lynne_Cheney,1,0
Felix_Mantilla,1,Lord_Hutton,1,0
Fernando_Alonso,1,Mahendra_Chaudhry,1,0
Fernando_Hierro,1,Julio_Rossi,1,0
Fernando_Velardez,1,Nicolas_Cage,2,0
Francis_George,1,Massoud_Barzani,1,0
Francis_Mer,1,Perri_Shaw,1,0
Francisco_Santos,1,Jan_Bjoerklund,1,0
Franck_Cerutti,1,Katrin_Cartlidge,1,0
Franck_Cerutti,1,Sheldon_Silver,1,0
Frank_Coraci,1,Julius_Barnes,1,0
Frank_Griswold,1,Martina_McBride,2,0
Frank_Hilldrup,1,Nathalie_Baye,2,0
Frank_Shea,1,Mercedes_Amor,1,0
Franko_Simatovic,1,Jonathan_Karsh,1,0
Fred_Eckhard,2,Tab_Turner,1,0
Fred_Thompson,2,Zeng_Qinghong,1,0
Freda_Black,1,Patricia_Clarkson,3,0
Frederique_van_der_Wal,1,Scott_Wallach,1,0
Fujio_Cho,1,Meles_Zenawi,1,0
Fujio_Cho,4,Shaun_Pollock,1,0
Gabriel_Hughes,1,Rod_Bryden,1,0
Gael_Garcia_Bermal,1,Tyrone_Medley,1,0
Garry_Alejano,1,Yasser_Arafat,8,0
Gary_Bald,1,Jason_Sorens,1,0
Gary_Barnett,1,Sophie,1,0
Gary_Coleman,1,Michael_Powell,5,0
Gary_Condit,1,Peter_Medgyessy,1,0
Gary_Gitnick,1,Kong_Quan,1,0
Gene_Hackman,1,Willis_Roberts,1,0
Gennifer_Flowers,1,George_Bovell,1,0
Gennifer_Flowers,1,Ralph_Lauren,2,0
Geoffrey_Rush,1,Li_Changchun,1,0
George_Allen,1,Pedro_Duque,1,0
George_Gregan,1,James_Gandolfini,3,0
George_Pataki,2,Hideki_Matsui,2,0
George_W_Bush,353,Pupi_Avati,1,0
George_W_Bush,407,Rachel_Kempson,1,0
Geraldo_Rivera,1,Jennifer_Aniston,13,0
Gerard_Depardieu,1,Harrison_Ford,7,0
Gerardo_Gambala,2,Joey_Mantia,1,0
Gerhard_Schmid,1,Noel_Niell,1,0
Gerry_Parsky,2,Teresa_Heinz_Kerry,1,0
Gian_Marco,2,Michael_Munoz,1,0
Gianna_Angelopoulos-Daskalaki,1,Rita_Wilson,3,0
Gilberto_Simoni,1,Razali_Ismail,1,0
Gilles_Panizzi,1,Martha_Lucia_Ramirez,4,0
Gina_Torres,1,Qazi_Afzal,1,0
Gisele_Bundchen,1,Suzanne_Gaudet,1,0
Glenn_Plummer,1,Sandra_Banning,1,0
Gonzalo_Barrientos,1,Lionel_Hampton,1,0
Goran_Persson,1,Vernon_Forrest,1,0
Gordana_Grubin,1,Sylvester_Stallone,6,0
Gordon_Cooper,1,Mark_Hamister,1,0
Grady_Irvin_Jr,1,Mitchell_Crooks,1,0
Graeme_Smith,1,Silvia_Farina_Elia,2,0
Graham_Bentley,1,Monica_Seles,4,0
Greg_Rusedski,4,Yoko_Ono,4,0
Gregg_Berhalter,1,Juan_Manuel_Marquez,1,0
Gregg_Popovich,4,Mario_Lobo_Zagallo,1,0
Gro_Harlem_Brundtland,2,Ted_Christopher,1,0
Guido_Westerwelle,2,Tatiana_Paus,1,0
Guillermo_Canas,4,John_Paul_II,10,0
Gustavo_Terrazas,1,John_Starks,1,0
Guus_Hiddink,1,Janet_Napolitano,3,0
Guy_Hemmings,2,Ryan_Goodman,1,0
Gwen_Stefani,1,Marcus_Garrettson,1,0
Habib_Rizieq,1,Silvie_Cabero,1,0
Habib_Rizieq,4,Zhong_Nanshan,1,0
Hadley_Bilger,1,Jaime_Orti,1,0
Hadley_Bilger,1,Kathleen_Glynn,1,0
Hal_Sellers,1,Imad_Khadduri,1,0
Hal_Sellers,1,Leuris_Pupo,1,0
Halle_Berry,14,Mike_Holmgren,1,0
Hamad_Bin_Jassim,1,Yukio_Hatoyama,1,0
Hamid_Efendi,1,Valentina_Tereshkova,1,0
Hamid_Efendi,1,Wolfgang_Schuessel,4,0
Han_Sung_Joo,1,Hank_Azaria,1,0
Hans_Blix,22,Saeed_Mortazavi,1,0
Harriet_Lessy,1,Petria_Thomas,3,0
Hasan_Wirayuda,1,Monique_Gagnon-Tremblay,1,0
Hatsui_Hasuike,1,Kim_Dae-jung,4,0
Heather_Locklear,1,Landon_Donovan,1,0
Heather_Locklear,1,Michelle_Hofland,1,0
Heather_Willson,1,Jeanette_Stauffer,1,0
Hector_Babenco,2,Mark_Salter,1,0
Hedayat_Amin_Arsala,1,Ray_Lucas,1,0
Heinrich_Wolfgang,1,Mike_Fisher,1,0
Helen_Alvare,1,Pablo_Khulental,1,0
Helo_Pinheiro,1,Rien_Long,1,0
Henk_Bekedam,1,Jorge_Alberto_Galindo,1,0
Henry_Hyde,1,James_May,1,0
Herb_Sendek,3,Hillary_Clinton,3,0
Herman_Edwards,1,Sean_Hayes,2,0
Hermes_Gamonal,1,Jason_Biggs,1,0
Hermes_Gamonal,1,Sue_Wicks,1,0
Hillary_Clinton,2,Zydrunas_Ilgauskas,1,0
Hilmi_Ozkok,2,Johnny_Benson,1,0
Hisham_Halawi,1,Lonnie_Donegan,1,0
Hitoshi_Tanaka,1,Leo_Mullin,1,0
Holly_Robinson_Peete,1,Robert_Schuller,1,0
Hong_Myung,1,Roy_Chaderton,1,0
Hugh_Carey,1,Oprah_Winfrey,4,0
Hung_Wan-ting,1,Intisar_Ajouri,1,0
Hushiar_Zebari,1,Osrat_Iosef,1,0
Hussein_Malik,1,Kurt_Russell,1,0
Iain_Anderson,1,Troy_Garity,1,0
Iain_Duncan_Smith,2,Ted_Maher,2,0
Ian_Wilmut,1,Randall_Tobias,1,0
Ibrahim_Hilal,1,Kathy_Baker,1,0
Ibrahim_Jaafari,1,Tom_Brennan,1,0
Ibrahim_Rugova,1,Juan_Manuel_Marquez,1,0
Ignacio_Antonio_Velasco,1,Lionel_Richie,2,0
Igor_Trunov,1,Steve_Avery,1,0
Igor_Trunov,1,Vladimir_Voltchkov,2,0
Inga_Hall,1,Jorge_Alberto_Galindo,1,0
Inga_Hall,1,Richard_Tubb,1,0
Ira_Einhorn,1,William_Shatner,1,0
Ismael_Miranda,1,John_Malkovich,1,0
Ismael_Miranda,1,Mohamed_Hammam,1,0
Jack_LaLanne,1,Zafarullah_Khan_Jamali,2,0
Jack_Straw,6,John_Rosa,2,0
Jack_Valenti,1,Jaouad_Gharib,1,0
Jackie_Sherrill,1,John_Norquist,1,0
Jacob_Frenkel,1,Joseph_Hoy,1,0
Jacob_Frenkel,1,Matthew_Ouimet,1,0
Jacques_Kallis,1,Robert_Towne,1,0
Jade_Jagger,1,Marisol_Breton,1,0
James_Ballenger,1,Norah_Jones,5,0
James_Barksdale,1,Jose_Miguel_Aleman,1,0
