name_enroll,imagenum_enroll,name_verify,imagenum_verify,is_genuine
Aretha_Franklin,1,Marc_Racicot,1,0
Armando_Avila_Panchame,1,Hamza_Atiya_Muhsen,1,0
Arthur_Johnson,1,Steve_Pagliuca,1,0
Ashlea_Talbot,1,Sean_Patrick_Thomas,1,0
Ashley_Judd,1,Pat_Burns,1,0
Assad_Ahmadi,1,Jose_Cevallos,1,0
Astou_Ndiaye-Diatta,1,Scott_Yates,1,0
Augustin_Calleri,4,Brad_Miller,1,0
Augustin_Calleri,4,John_Jones,1,0
Barbara_Bach,1,Eli_Rosenbaum,1,0
Barbara_Becker,1,Gerhard_Boekel,1,0
Barbara_Roberts,1,Kirsten_Clark,1,0
Barry_Williams,1,Richard_Langille,1,0
Barzan_al-Tikriti,1,Jim_Haslett,1,0
Begum_Khaleda_Zia,1,Jesse_Jackson,5,0
Ben_Cohen,1,Roger_Etchegaray,1,0
Ben_Cohen,1,Zach_Parise,1,0
Benjamin_McKenzie,1,Lisa_Leslie,1,0
Betsy_Coffin,1,Gerard_Tronche,1,0
Bill_Carmody,1,Michael_Sheehan,1,0
Bill_Carmody,1,Tippi_Hedren,1,0
Bill_Curry,1,Candice_Bergen,1,0
Bill_Frist,2,Malcolm_Wild,1,0
Bill_Frist,4,Donald_Pettit,2,0
Bill_McBride,8,John_Rowland,1,0
Bill_Sizemore,1,Calista_Flockhart,3,0
Billy_Boyd,1,Liza_Minnelli,3,0
Bing_Crosby,1,Eric_Bana,1,0
Bing_Crosby,1,John_Moxley,1,0
Bing_Crosby,1,Leonid_Kuchma,5,0
Bob_Iger,1,Brian_Cowen,1,0
Bob_Iger,1,Steve_Lavin,6,0
Bob_Newhart,1,Marina_Canetti,1,0
Bob_Riley,1,Jim_Harrick,1,0
Bono,2,Se_Hyuk_Joo,1,0
Brad_Miller,1,Chris_Noth,1,0
Brandon_Larson,1,James_Williams,1,0
Brandon_Lloyd,1,Zach_Parise,1,0
Brandon_Webb,1,Teddy_Kollek,1,0
Brian_Griese,1,Jennie_Garth,1,0
Brooke_Adams,1,Gilberto_Rodriguez_Orejuela,2,0
Brooke_Adams,1,Hussam_Mohammed_Amin,1,0
Buddy_Ryan,1,Laurel_Clark,1,0
Calvin_Joseph_Coleman,1,Ekaterina_Dmitriev,1,0
Calvin_Joseph_Coleman,1,Victor_Garber,1,0
Camilla_Parker_Bowles,2,Mary_Matalin,1,0
Candice_Bergen,1,Masum_Turker,2,0
Candice_Bergen,2,Jake_Gyllenhaal,2,0
Candice_Bergen,2,Prospero_Pichay,1,0
Carey_Lowell,1,Helio_Castroneves,1,0
Carlo_Ancelotti,1,Hugh_Miller,1,0
Carlos_Beltran,1,Shoshannah_Stern,1,0
Carlos_Ghosn,1,Renee_Zellweger,11,0
Carlos_Iturgaitz,1,Francisco_Maturana,1,0
Carlos_Manuel_Pruneda,1,Claudia_Coslovich,1,0
Carly_Gullickson,1,Mike_Helton,2,0
Carson_Daly,1,Matthew_During,1,0
Cecilia_Chang,1,Jeffery_Hendren,1,0
Cecilia_Cheung,1,Kirsten_Clark,1,0
Cecilia_Cheung,1,Simon_Chalk,1,0
Cedric_Benson,1,Greg_Hodge,1,0
Cesar_Maia,2,Karin_Viard,1,0
Chang_Jae_On,1,Oracene_Williams,1,0
Charla_Moye,1,Joe_Mantegna,1,0
Charla_Moye,1,Robert_Nillson,1,0
Charles_Cope,1,John_Franco,1,0
Charley_Armey,1,Jose_Cevallos,1,0
Charlie_Sheen,1,Deece_Eckstein,1,0
Charlie_Sheen,1,Janice_Goldfinger,1,0
Charlie_Zaa,2,William_Harrison,1,0
Charmaine_Crooks,1,Esad_Landzo,1,0
Charmaine_Crooks,1,Shigeru_Ishiba,1,0
Chawki_Armali,1,Hilmi_Akin_Zorlu,1,0
Chita_Rivera,2,Jose_Luis_Chilavert,1,0
Chris_Andrews,1,Claire_De_Gryse,1,0
Chris_Andrews,1,Elinor_Caplan,2,0
Chris_Byrd,1,David_Alpay,1,0
Chris_Byrd,1,Lawrence_Di_Rita,1,0
Chris_Noth,1,Frank_Sinatra,1,0
Christian_Longo,2,Dustan_Mohr,1,0
Christiane_Wulff,1,Paul_Schrader,1,0
Christine_Ebersole,2,Vincent_Cianci_Jr,1,0
Christine_Todd_Whitman,2,Peter_Rasch,1,0
Christine_Todd_Whitman,5,Neil_Goldman,1,0
Claire_Danes,1,Mitchell_Potter,1,0
Claire_De_Gryse,1,Soenarno,1,0
Claire_Leger,2,Elin_Nordegren,2,0
Coleen_Rowley,1,Courtney_Love,1,0
Colin_Campbell,1,Matt_Walters,1,0
Colleen_OClair,1,Kim_Hong-gul,1,0
Colleen_Ryan,1,Noah_Wyle,2,0
Cora_Cambell,1,Todd_Petit,1,0
Courtney_Love,1,Tsutomu_Takebe,1,0
Cristina_Torrens_Valero,1,Damarius_Bilbo,1,0
Cristina_Torrens_Valero,1,Etta_James,1,0
Damarius_Bilbo,1,Sheila_Taormina,1,0
Dan_Ackroyd,1,Nikki_Teasley,1,0
Dan_Bylsma,1,Scott_Yates,1,0
Daniel_Comisso_Urdaneta,1,Jean-Marc_de_La_Sabliere,1,0
Daniel_Montgomery,1,Hassan_Wirajuda,1,0
Daniel_Zelman,1,David_Surrett,1,0
Daniele_Nardello,1,Peter_Hartz,1,0
Dariusz_Michalczewski,1,Julien_Boutter,1,0
David_Braley,1,Gerard_Tronche,1,0
David_Kelley,1,Gerald_Calabrese,1,0
David_Shayler,1,Peter_Mullan,1,0
David_Surrett,1,Oracene_Williams,1,0
Dean_Sheremet,1,Marc_Racicot,1,0
Dennis_Kozlowski,2,James_Ivory,1,0
Dennis_Kozlowski,2,Regina_Ip,1,0
Denzel_Washington,4,Sung_Hong_Choi,1,0
Derrick_Battie,1,Lisa_Leslie,1,0
Diane_Green,1,Ruth_Christofferson,1,0
Diane_Green,1,Tim_Salmon,1,0
Dick_Armey,1,Tom_Glavine,2,0
Dirk_Kempthorne,1,George_Tenet,2,0
Dominique_de_Villepin,13,Hanns_Schumacher,1,0
Don_Carcieri,1,Jane_Rooney,1,0
Don_King,1,Philip_Zalewski,1,0
Don_King,1,Tab_Baldwin,1,0
Don_Lake,1,Elena_Dementieva,1,0
Donald_Keck,1,Julia_Ormond,1,0
Donald_Pettit,3,Michel_Kratochvil,1,0
Donald_Rumsfeld,40,Tamika_Catchings,1,0
Donna_Walker,1,Phil_Bredesen,1,0
Edward_Belvin,1,William_Harrison,1,0
Edward_Egan,1,Jim_Abbott,1,0
Edward_James_Olmos,1,Jesse_Harris,3,0
Edward_Seaga,1,Fatmir_Limaj,1,0
Elaine_Chao,1,Wilbert_Elki_Meza_Majino,1,0
Elena_Dementieva,1,Wilton_Gregory,1,0
Elin_Nordegren,1,Fredric_Seaman,1,0
Elin_Nordegren,2,Ghassan_Elashi,1,0
Eliott_Spitzer,1,Jerry_Bruckheimer,1,0
Elisabeth_Welch,1,Francisco_Maturana,1,0
Elizabeth_Regan,1,Pierre_Boulanger,2,0
Elliott_Mincberg,1,Gene_Orza,1,0
Enrica_Fico,1,Erwin_Abdullah,1,0
Eric_Dubin,1,Yang_Pao-yu,1,0
Eric_Snow,1,Robert_McKee,1,0
Fabiola_Zuluaga,1,Rose_Linkins,1,0
Farouk_Kaddoumi,1,Gina_Gershon,1,0
Filip_De_Winter,1,Stuart_Townsend,1,0
Filip_De_Winter,1,Sue_Grafton,1,0
Flavia_Pennetta,1,Mikulas_Dzurinda,2,0
Floyd_Mayweather,1,Lou_Lang,1,0
Fran_Drescher,2,William_Martin,1,0
Frank_Sinatra,1,Vicente_Fox,23,0
Frank_Van_Ecke,1,Gary_Gero,1,0
Fred_Durst,1,Rose_Linkins,1,0
Fred_Durst,1,Tara_Reid,1,0
Frederick_Madden,1,Luis_Ernesto_Derbez_Bautista,3,0
Gary_Leon_Ridgway,1,Lisa_Raymond,1,0
George_Foreman,1,George_Lucas,1,0
Gerard_Tronche,1,Jana_Pittman,1,0
Gerhard_Schroeder,3,Izzat_Ibrahim,1,0
Ghassan_Elashi,1,Jesse_Ventura,2,0
Ghassan_Elashi,1,Peter_Rasch,1,0
Gideon_Yago,1,Robert_Gordon_Card,1,0
Gina_Gershon,1,Stacey_Dales-Schuman,1,0
Glenn_Tilton,1,Victor_Hanescu,1,0
Gordon_Brown,12,Monica_Gabrielle,1,0
Gordon_Campbell,1,Pierre_Boulanger,2,0
Greg_Kinnear,1,Tim_Salmon,1,0
Gregory_Geoffroy,2,Paul_Burrell,11,0
Gregory_Hines,1,Mary_Frances_Seiter,1,0
Gregory_Peck,1,John_Lawrence,1,0
Gregory_Peck,1,John_Lynch,1,0
Guillaume_Cannet,1,Mark_Mulder,1,0
Guillaume_Cannet,1,Mohammad_Khatami,5,0
Gunilla_Backman,1,Jennifer_Granholm,1,0
Gustavo_Franco,1,Melissa_Joan_Hart,1,0
Halbert_Fillinger,1,Rachel_Hunter,1,0
Hank_Aaron,1,Ron_Howard,2,0
Harland_Braun,1,Lisa_Leslie,1,0
Harvey_Fierstein,1,Mike_Slive,1,0
Helene_Eksterowicz,1,Mario_Lemieux,1,0
Helio_Castroneves,1,Joxel_Garcia,1,0
Howard_Smith,2,Tim_Pawlenty,1,0
Hubie_Brown,1,Yoon_Jeong_Cho,1,0
Hunter_Bates,1,James_Williams,1,0
Hussam_Mohammed_Amin,1,Mike_Smith,1,0
Hutomo_Mandala_Putra,1,Thomas_Mesereau_Jr,1,0
Iban_Mayo,2,Yves_Brodeur,1,0
Imad_Moustapha,1,Will_Ofenheusle,1,0
Ion_Tiriac,1,Lawrence_Roberts,1,0
Irina_Yatchenko,1,Pedro_Solbes,4,0
Isabelle_Huppert,1,Pedro_Solbes,1,0
Isaiah_Washington,2,Lee_Baca,1,0
Islam_Karimov,1,Shireen_Amir_Begum,1,0
Ismail_Merchant,1,Joseph_Deiss,1,0
Ivan_Lee,1,Paul-Henri_Mathieu,3,0
Izzat_Ibrahim,1,Tina_Sinatra,1,0
Jack_Welch,1,Rick_Dinse,2,0
Jack_Welch,1,William_Umbach,1,0
James_Franco,2,Lokendra_Bahadur_Chand,1,0
James_Ivory,1,Paul_Martin,7,0
Jan_Ullrich,1,William_Rehnquist,1,0
Jason_Clermont,1,Vladimir_Ustinov,1,0
Jason_Mewes,1,Will_Smith,1,0
Jason_White,1,Wolfgang_Clement,1,0
Jean-Pierre_Raffarin,2,Robert_Horan,2,0
Jean-Pierre_Raffarin,6,Paul_Kariya,1,0
Jeane_Kirkpatrick,1,Richard_Carl,1,0
Jeane_Kirkpatrick,1,Tamika_Catchings,1,0
Jeanne_Anne_Schroeder,1,Yoriko_Kawaguchi,13,0
Jeannette_Biedermann,1,Roy_Moore,6,0
Jeffrey_Pfeffer,1,Terry_Lynn_Barton,1,0
Jen_Bice,1,Lily_Tomlin,2,0
Jen_Bice,1,Martha_Burk,2,0
Jenna_Elfman,1,Steffi_Graf,5,0
Jenna_Elfman,1,Willie_Wilson,1,0
Jennifer_Keller,4,Paula_Abdul,1,0
Jennifer_Thompson,1,Serge_Melac,1,0
Jeremy_Greenstock,7,Jim_Flaherty,1,0
Jerry_Bruckheimer,1,John_Blaney,1,0
Jerry_Jones,1,Robert_Woody_Johnson,1,0
Jessica_Biel,1,Jim_Freudenberg,1,0
Jim_Calhoun,1,Perry_Farrell,1,0
Jim_Hahn,4,Vaclav_Havel,3,0
Jim_Hahn,4,Vicente_Fernandez,2,0
Jim_Letten,1,Victor_Hanescu,1,0
Joaquin_Phoenix,1,Kajsa_Bergqvist,1,0
John_Blaney,2,Sam_Brownback,1,0
John_Franco,1,Teri_Files,1,0
John_Garamendi,2,Peter_Goldmark,1,0
John_Kerr,1,Susan_Whelan,1,0
John_Lynch,1,Stefano_Gabbana,1,0
John_Mayer,3,Miguel_Jimenez,1,0
John_McCallum,1,Mark_Andrew,1,0
John_Rowland,2,Robert_Lee_Yates_Jr,1,0
John_Walsh,2,Paul_Hogan,2,0
Johnny_Depp,2,Scott_Dickson,1,0
Jorge_Arce,1,Samuel_Waksal,3,0
Jorge_Quiroga,1,Ramona_Rispton,1,0
Jorge_Quiroga,1,Surakait_Sathirathai,1,0
Jose_Bove,1,Michalis_Chrisohoides,1,0
Jose_Luis_Chilavert,1,Sofyan_Dawood,1,0
Julia_Ormond,1,Randy_Dryer,1,0
Julio_Cesar_Chavez,1,Marc_Racicot,1,0
Kaoru_Hasuike,1,Tom_Foy,1,0
Karen_Allen,1,LeRoy_Millette_Jr,1,0
Karen_Allen,1,Rick_Bragg,1,0
Karl-Heinz_Rummenigge,1,Wayne_Newton,1,0
Katie_Boone,1,Terri_Clark,1,0
Keith_Osik,1,Robert_Nardelli,1,0
Kent_Robinson,1,Marquier_Montano_Contreras,1,0
Kevin_Gil,1,Mary_Bono,1,0
Kevin_Hearn,1,Todd_Haynes,3,0
Khader_Rashid_Rahim,1,Martha_Burk,1,0
Khader_Rashid_Rahim,1,Michael_Arif,1,0
Kim_Yong-il,2,Terri_Clark,1,0
Kosuke_Kitajima,2,Qazi_Hussain_Ahmed,1,0
Kristin_Davis,3,Steven_Van_Zandt,1,0
Kurt_Hellstrom,1,Manuel_Pellegrini,1,0
Laszlo_Kovacs,1,Michael_Arif,1,0
Laurel_Clark,1,Rahul_Dravid,1,0
Lawrence_Di_Rita,1,Tim_Allen,2,0
Lawrence_Roberts,1,Malik_Mahmud,1,0
Lea_Fastow,1,Todd_Parrott,1,0
Lee_Baca,1,Pat_Summerall,1,0
Leisel_Jones,1,Steven_Hatfill,1,0
Lena_Katina,1,Queen_Noor,1,0
Leonard_Glick,1,Terrence_Trammell,1,0
Lisa_Murkowski,1,Svetlana_Belousova,1,0
Luis_Pujols,1,Rohman_al-Ghozi,1,0
Makhdoom_Amin_Fahim,1,Tang_Jiaxuan,5,0
Malcolm_Wild,1,Owen_Wilson,2,0
Manijeh_Hekmat,1,Richard_Carl,1,0
Manijeh_Hekmat,1,Se_Hyuk_Joo,1,0
Marc_Anthony,1,Vince_Vaughan,1,0
Maria_Callas,1,Melchor_Cob_Castro,1,0
Mario_Lemieux,1,Pedro_Solbes,4,0
Mark_Dacey,2,Russ_Ortiz,1,0
Mark_Martin,1,Vladimir_Spidla,2,0
Mark_Mishkin,1,Nick_Reilly,1,0
Mark_Mishkin,1,Shawn_Marion,1,0
Mary_Landrieu,1,Robert_Gordon_Card,1,0
Maryn_McKenna,1,Shawn_Marion,1,0
Maryn_McKenna,1,Tim_Pawlenty,1,0
Masum_Turker,1,Norman_Mineta,1,0
Matt_Dillon,1,Regina_Ip,1,0
Matthias_Sammer,1,Robbie_Naish,1,0
Melissa_Etheridge,2,Teri_Files,1,0
Michael_J_Sheehan,1,Michael_Smith_Foster,1,0
Michael_Phelps,5,Pat_Burns,2,0
Michael_Sheehan,1,Vincent_Cianci_Jr,1,0
Michael_Smith_Foster,1,Rupert_Murdoch,1,0
Michelle_Yeoh,5,Shoshannah_Stern,1,0
Miguel_Aldana_Ibarra,1,Mikhail_Gorbachev,1,0
Miguel_Jimenez,1,Paris_Hilton,1,0
Mike_Helton,2,Reggie_Lewis,1,0
Mike_Leach,1,Thomas_Haeggstroem,1,0
Mike_Slive,1,Paul_Sarbanes,3,0
Mikhail_Youzhny,2,Vince_Dooley,1,0
Mikulas_Dzurinda,2,Shirley_Jones,1,0
Miles_Stewart,1,Yasushi_Akashi,1,0
Mirela_Manjani,1,Robert_Woody_Johnson,1,0
Mitchell_McLaughlin,1,Timothy_Goebel,1,0
Mohammed_Baqir_al-Hakim,3,Neil_Goldman,1,0
Mona_Ayoub,1,Todd_Parrott,1,0
Mufti_Mohammad_Syed,1,Ralf_Schumacher,4,0
Nathalie_Gagnon,1,Rupert_Grint,2,0
Neil_Goldman,1,Niall_Connolly,1,0
Nicolas_Sarkozy,1,Shanna_Zolman,1,0
Norm_Coleman,2,Osmond_Smith,1,0
Norman_Mailer,1,Steven_Curtis_Chapman,1,0
Patty_Sheehan,1,William_Nessen,1,0
Paul_Hogan,1,Thomas_Watjen,1,0
Paul_Hogan,1,William_Martin,1,0
Paul_Kariya,1,Shannon_OBrien,2,0
Paul_Martin,1,Stephanie_Cohen_Aloro,1,0
Paul_Michael_Daniels,1,Simon_Chalk,1,0
Paul_Schrader,1,Teri_Files,1,0
Paula_Prentiss,1,Thomas_Mesereau_Jr,1,0
Pedro_Martinez,1,Stephen_Glassroth,1,0
Peter_Fitzgerald,1,Zelma_Novelo,1,0
Phil_Jackson,1,Richard_Penniman,1,0
Phillipe_Comtois,1,Richard_Carl,1,0
Pierre_Boulanger,1,Shania_Twain,1,0
Richard_Butler,1,Victoria_Beckham,1,0
Rick_Caruso,1,Steve_Wariner,1,0
Rick_Perry,6,Svetlana_Koroleva,1,0
Ricky_Cottrill,1,Sananda_Maitreya,1,0
Robert_Flodquist,1,Winona_Ryder,11,0
Rod_Stewart,1,Tom_Scully,1,0
Rod_Stewart,3,Se_Hyuk_Joo,1,0
Rod_Thorn,1,Yves_Brodeur,1,0
Sami_Al-Arian,1,Tommy_Lasorda,1,0
Sarah_Canale,1,Steven_Curtis_Chapman,1,0
Sasha_Cohen,1,Valery_Giscard_dEstaing,5,0
Scott_Dalton,1,Tamara_Mowry,1,0
Sergio_Castellitto,1,Steve_Lavin,5,0
Shane_Mosley,1,Stacey_Dales-Schuman,1,0
Sheila_Taormina,1,Stephan_Eberharter,1,0
Steve_Wariner,1,Toshi_Izawa,1,0
Steve_Zahn,1,Tab_Baldwin,1,0
Takeo_Fukui,1,Will_Ofenheusle,1,0
Tamara_Mowry,1,Zach_Parise,1,0
Tatiana_Kennedy_Schlossberg,1,Thomas_Watjen,1,0
Todd_Petit,1,Vicente_Fernandez,3,0
