fold_1,fold_2,identity_1,cache_filename_1,identity_2,cache_filename_2
Asian_Females,Asian_Males,anna_maria_perez_de_tagle,anna_maria_perez_de_tagle_0082.npy,kris_wu,kris_wu_0048.npy
Asian_Females,Asian_Males,puff_guo,puff_guo_0013.npy,teppei_koike,teppei_koike_0049.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0028.npy,yoo_ah_in,yoo_ah_in_0018.npy
Asian_Females,Asian_Males,fala_chen,fala_chen_0069.npy,jian,jian_0010.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0046.npy,cha_seung_won,cha_seung_won_0033.npy
Asian_Females,Asian_Males,puff_guo,puff_guo_0050.npy,shun_oguri,shun_oguri_0010.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0006.npy,hiroki_narimiya,hiroki_narimiya_0077.npy
Asian_Females,Asian_Males,anna_tsuchiya,anna_tsuchiya_0015.npy,john_woo,john_woo_0017.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0210.npy,shun_oguri,shun_oguri_0046.npy
Asian_Females,Asian_Males,lucy_liu,lucy_liu_0013.npy,jaejoong,jaejoong_0046.npy
Asian_Females,Asian_Males,li_na_tennis,li_na_tennis_0056.npy,kazuya_kamenashi,kazuya_kamenashi_0031.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0034.npy,yoo_ah_in,yoo_ah_in_0028.npy
Asian_Females,Asian_Males,fala_chen,fala_chen_0063.npy,teppei_koike,teppei_koike_0006.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0041.npy,yoo_ah_in,yoo_ah_in_0015.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0193.npy,aaron_yoo,aaron_yoo_0371.npy
Asian_Females,Asian_Males,sumetal,sumetal_0016.npy,robin_shou,robin_shou_0489.npy
Asian_Females,Asian_Males,tina_q_nguyen,tina_q_nguyen_0056.npy,ji_chang_wook,ji_chang_wook_0042.npy
Asian_Females,Asian_Males,moametal,moametal_0002.npy,jung_woo_sung,jung_woo_sung_0054.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0062.npy,hiroki_narimiya,hiroki_narimiya_0058.npy
Asian_Females,Asian_Males,lucy_liu,lucy_liu_0038.npy,bang_yong_guk,bang_yong_guk_0037.npy
Asian_Females,Asian_Males,vivian_wu,vivian_wu_0012.npy,yoo_ah_in,yoo_ah_in_0048.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0015.npy,jet_li,jet_li_0056.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0062.npy,toma_ikuta,toma_ikuta_0048.npy
Asian_Females,Asian_Males,fumino_kimura,fumino_kimura_0007.npy,chin_han,chin_han_0058.npy
Asian_Females,Asian_Males,jinny_ng,jinny_ng_0055.npy,jaejoong,jaejoong_0006.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0027.npy,yun-fat_chow,yun-fat_chow_0200.npy
Asian_Females,Asian_Males,tila_tequila,tila_tequila_0939.npy,steven_yeun,steven_yeun_0297.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0079.npy,steven_yeun,steven_yeun_0261.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0042.npy,craig_fong,craig_fong_0060.npy
Asian_Females,Asian_Males,tila_tequila,tila_tequila_0909.npy,brandon_soo_hoo,brandon_soo_hoo_0023.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0022.npy,yao_ming,yao_ming_0019.npy
Asian_Females,Asian_Males,gong_seung_yeon,gong_seung_yeon_0049.npy,tony_jaa,tony_jaa_0045.npy
Asian_Females,Asian_Males,li_na_tennis,li_na_tennis_0043.npy,mark_dacascos,mark_dacascos_0022.npy
Asian_Females,Asian_Males,zhou_xun,zhou_xun_0053.npy,bang_yong_guk,bang_yong_guk_0037.npy
Asian_Females,Asian_Males,fumino_kimura,fumino_kimura_0007.npy,reggie_lee,reggie_lee_0062.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0062.npy,lee_dong_hae,lee_dong_hae_0029.npy
Asian_Females,Asian_Males,jun_hasegawa,jun_hasegawa_0056.npy,yoo_ah_in,yoo_ah_in_0038.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0064.npy,john_woo,john_woo_0009.npy
Asian_Females,Asian_Males,moametal,moametal_0034.npy,young_man_kang,young_man_kang_0055.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0044.npy,aaron_yoo,aaron_yoo_0045.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0015.npy,lee_dong_hae,lee_dong_hae_0027.npy
Asian_Females,Asian_Males,lucy_liu,lucy_liu_0004.npy,toma_ikuta,toma_ikuta_0074.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0018.npy,ron_yuan,ron_yuan_0056.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0062.npy,yun-fat_chow,yun-fat_chow_0200.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0052.npy,tony_jaa,tony_jaa_0004.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0027.npy,toma_ikuta,toma_ikuta_0048.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0015.npy,daniel_henney,daniel_henney_0042.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0062.npy,hua_chenyu,hua_chenyu_0040.npy
Asian_Females,Asian_Males,aubrey_anderson-emmons,aubrey_anderson-emmons_0029.npy,jian,jian_0006.npy
Asian_Females,Asian_Males,maureen_mendoza,maureen_mendoza_0007.npy,mark_dacascos,mark_dacascos_0928.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0006.npy,hua_chenyu,hua_chenyu_0042.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0041.npy,song_joong_ki,song_joong_ki_0013.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0007.npy,yao_ming,yao_ming_0009.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0063.npy,reggie_lee,reggie_lee_0528.npy
Asian_Females,Asian_Males,sumetal,sumetal_0055.npy,sung_kang,sung_kang_0052.npy
Asian_Females,Asian_Males,sumetal,sumetal_0010.npy,kazuya_kamenashi,kazuya_kamenashi_0047.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0011.npy,ji_chang_wook,ji_chang_wook_0037.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0037.npy,ye_liu,ye_liu_0002.npy
Asian_Females,Asian_Males,jinny_ng,jinny_ng_0049.npy,chin_han,chin_han_0044.npy
Asian_Females,Asian_Males,vivian_wu,vivian_wu_0013.npy,shun_oguri,shun_oguri_0041.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0060.npy,john_woo,john_woo_0001.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0029.npy,joo_jin_mo,joo_jin_mo_0045.npy
Asian_Females,Asian_Males,gong_hyo_jin,gong_hyo_jin_0053.npy,daniel_henney,daniel_henney_0011.npy
Asian_Females,Asian_Males,tina_q_nguyen,tina_q_nguyen_0056.npy,ji_chang_wook,ji_chang_wook_0016.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0012.npy,big_bang_g-dragon,big_bang_g-dragon_0050.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0058.npy,young_man_kang,young_man_kang_0049.npy
Asian_Females,Asian_Males,maureen_mendoza,maureen_mendoza_0007.npy,yoo_ah_in,yoo_ah_in_0021.npy
Asian_Females,Asian_Males,tina_q_nguyen,tina_q_nguyen_0056.npy,jaejoong,jaejoong_0063.npy
Asian_Females,Asian_Males,maureen_mendoza,maureen_mendoza_0007.npy,kazuya_kamenashi,kazuya_kamenashi_0031.npy
Asian_Females,Asian_Males,lucy_liu,lucy_liu_0044.npy,jack_ma,jack_ma_0207.npy
Asian_Females,Asian_Males,gong_seung_yeon,gong_seung_yeon_0020.npy,godfrey_gao,godfrey_gao_0004.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0036.npy,will_yun_lee,will_yun_lee_0510.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0033.npy,shun_oguri,shun_oguri_0005.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0062.npy,ji_chang_wook,ji_chang_wook_0046.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0021.npy,ron_yuan,ron_yuan_0056.npy
Asian_Females,Asian_Males,momoe_yamaguchi,momoe_yamaguchi_0032.npy,yao_ming,yao_ming_0017.npy
Asian_Females,Asian_Males,moametal,moametal_0011.npy,jung_yong_hwa,jung_yong_hwa_0038.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0048.npy,lee_dong_hae,lee_dong_hae_0025.npy
Asian_Females,Asian_Males,momoe_yamaguchi,momoe_yamaguchi_0038.npy,hiroki_narimiya,hiroki_narimiya_0074.npy
Asian_Females,Asian_Males,li_yuchun,li_yuchun_0063.npy,godfrey_gao,godfrey_gao_0046.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0041.npy,scott_takeda,scott_takeda_0922.npy
Asian_Females,Asian_Males,anna_maria_perez_de_tagle,anna_maria_perez_de_tagle_0082.npy,ron_yuan,ron_yuan_0053.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0018.npy,craig_fong,craig_fong_0058.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0003.npy,lee_dong_hae,lee_dong_hae_0024.npy
Asian_Females,Asian_Males,gong_hyo_jin,gong_hyo_jin_0059.npy,jaejoong,jaejoong_0000.npy
Asian_Females,Asian_Males,jinny_ng,jinny_ng_0049.npy,mark_dacascos,mark_dacascos_0915.npy
Asian_Females,Asian_Males,fala_chen,fala_chen_0063.npy,robin_shou,robin_shou_0097.npy
Asian_Females,Asian_Males,jinny_ng,jinny_ng_0049.npy,huang_xiaoming,huang_xiaoming_0068.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0062.npy,robin_shou,robin_shou_0489.npy
Asian_Females,Asian_Males,zhou_xun,zhou_xun_0038.npy,scott_takeda,scott_takeda_0923.npy
Asian_Females,Asian_Males,momoe_yamaguchi,momoe_yamaguchi_0032.npy,chin_han,chin_han_0044.npy
Asian_Females,Asian_Males,fala_chen,fala_chen_0073.npy,jung_yong_hwa,jung_yong_hwa_0045.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0067.npy,yoo_ah_in,yoo_ah_in_0027.npy
Asian_Females,Asian_Males,zhou_xun,zhou_xun_0029.npy,cha_seung_won,cha_seung_won_0023.npy
Asian_Females,Asian_Males,anna_tsuchiya,anna_tsuchiya_0018.npy,craig_fong,craig_fong_0075.npy
Asian_Females,Asian_Males,lucy_liu,lucy_liu_0071.npy,park_ji_sung,park_ji_sung_0008.npy
Asian_Females,Asian_Males,li_na_tennis,li_na_tennis_0009.npy,huang_xiaoming,huang_xiaoming_0026.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0018.npy,teppei_koike,teppei_koike_0045.npy
Asian_Females,Asian_Males,anna_maria_perez_de_tagle,anna_maria_perez_de_tagle_0093.npy,sung_kang,sung_kang_0052.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0049.npy,yoo_ah_in,yoo_ah_in_0028.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0062.npy,kris_wu,kris_wu_0056.npy
Asian_Females,Asian_Males,aubrey_anderson-emmons,aubrey_anderson-emmons_0029.npy,chanyeol,chanyeol_0059.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0053.npy,cha_seung_won,cha_seung_won_0013.npy
Asian_Females,Asian_Males,maureen_mendoza,maureen_mendoza_0028.npy,jaejoong,jaejoong_0046.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0056.npy,yun-fat_chow,yun-fat_chow_0050.npy
Asian_Females,Asian_Males,anna_maria_perez_de_tagle,anna_maria_perez_de_tagle_0093.npy,daniel_henney,daniel_henney_0006.npy
Asian_Females,Asian_Males,moametal,moametal_0034.npy,ron_yuan,ron_yuan_0056.npy
Asian_Females,Asian_Males,moametal,moametal_0055.npy,shun_oguri,shun_oguri_0064.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0021.npy,park_ji_sung,park_ji_sung_0040.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0044.npy,jack_ma,jack_ma_0289.npy
Asian_Females,Asian_Males,anna_maria_perez_de_tagle,anna_maria_perez_de_tagle_0093.npy,yun-fat_chow,yun-fat_chow_0358.npy
Asian_Females,Asian_Males,jun_hasegawa,jun_hasegawa_0008.npy,hiroki_narimiya,hiroki_narimiya_0026.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0031.npy,young_man_kang,young_man_kang_0024.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0012.npy,teppei_koike,teppei_koike_0045.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0240.npy,kazuya_kamenashi,kazuya_kamenashi_0052.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0037.npy,lee_joon-gi,lee_joon-gi_0026.npy
Asian_Females,Asian_Males,gong_seung_yeon,gong_seung_yeon_0054.npy,young_man_kang,young_man_kang_0030.npy
Asian_Females,Asian_Males,maureen_mendoza,maureen_mendoza_0006.npy,ryosuke_yamada,ryosuke_yamada_0050.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0018.npy,tony_chiu_wai_leung,tony_chiu_wai_leung_0028.npy
Asian_Females,Asian_Males,tila_tequila,tila_tequila_0946.npy,daniel_henney,daniel_henney_0007.npy
Asian_Females,Asian_Males,tina_q_nguyen,tina_q_nguyen_0056.npy,huang_xiaoming,huang_xiaoming_0017.npy
Asian_Females,Asian_Males,gong_hyo_jin,gong_hyo_jin_0020.npy,huang_xiaoming,huang_xiaoming_0012.npy
Asian_Females,Asian_Males,moametal,moametal_0002.npy,john_woo,john_woo_0019.npy
Asian_Females,Asian_Males,aubrey_anderson-emmons,aubrey_anderson-emmons_0033.npy,sung_kang,sung_kang_0052.npy
Asian_Females,Asian_Males,jun_hasegawa,jun_hasegawa_0056.npy,jian,jian_0053.npy
Asian_Females,Asian_Males,zhou_xun,zhou_xun_0044.npy,brandon_soo_hoo,brandon_soo_hoo_0017.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0025.npy,ryosuke_yamada,ryosuke_yamada_0050.npy
Asian_Females,Asian_Males,sumetal,sumetal_0013.npy,park_ji_sung,park_ji_sung_0016.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0017.npy,steven_yeun,steven_yeun_0297.npy
Asian_Females,Asian_Males,zhou_xun,zhou_xun_0001.npy,daniel_henney,daniel_henney_0037.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0281.npy,tony_jaa,tony_jaa_0022.npy
Asian_Females,Asian_Males,tila_tequila,tila_tequila_0939.npy,jet_li,jet_li_0056.npy
Asian_Females,Asian_Males,mika_nakashima,mika_nakashima_0006.npy,lee_joon-gi,lee_joon-gi_0024.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0015.npy,joo_jin_mo,joo_jin_mo_0055.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0012.npy,big_bang_g-dragon,big_bang_g-dragon_0046.npy
Asian_Females,Asian_Males,anna_maria_perez_de_tagle,anna_maria_perez_de_tagle_0082.npy,kazuya_kamenashi,kazuya_kamenashi_0015.npy
Asian_Females,Asian_Males,li_yuchun,li_yuchun_0032.npy,young_man_kang,young_man_kang_0012.npy
Asian_Females,Asian_Males,vivian_wu,vivian_wu_0013.npy,cha_seung_won,cha_seung_won_0044.npy
Asian_Females,Asian_Males,sumetal,sumetal_0012.npy,daniel_henney,daniel_henney_0042.npy
Asian_Females,Asian_Males,li_na_tennis,li_na_tennis_0026.npy,godfrey_gao,godfrey_gao_0011.npy
Asian_Females,Asian_Males,gong_seung_yeon,gong_seung_yeon_0054.npy,park_ji_sung,park_ji_sung_0050.npy
Asian_Females,Asian_Males,fala_chen,fala_chen_0063.npy,teppei_koike,teppei_koike_0049.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0034.npy,big_bang_g-dragon,big_bang_g-dragon_0028.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0016.npy,jung_yong_hwa,jung_yong_hwa_0029.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0058.npy,lee_dong_hae,lee_dong_hae_0057.npy
Asian_Females,Asian_Males,li_yuchun,li_yuchun_0003.npy,robin_shou,robin_shou_0097.npy
Asian_Females,Asian_Males,lucy_liu,lucy_liu_0048.npy,brandon_soo_hoo,brandon_soo_hoo_0016.npy
Asian_Females,Asian_Males,anna_tsuchiya,anna_tsuchiya_0044.npy,brandon_soo_hoo,brandon_soo_hoo_0022.npy
Asian_Females,Asian_Males,momoe_yamaguchi,momoe_yamaguchi_0038.npy,kanata_hongo,kanata_hongo_0032.npy
Asian_Females,Asian_Males,gong_seung_yeon,gong_seung_yeon_0022.npy,ron_yuan,ron_yuan_0056.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0034.npy,yannus_sufandi,yannus_sufandi_0055.npy
Asian_Females,Asian_Males,jinny_ng,jinny_ng_0024.npy,yannus_sufandi,yannus_sufandi_0016.npy
Asian_Females,Asian_Males,anna_tsuchiya,anna_tsuchiya_0042.npy,chin_han,chin_han_0069.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0061.npy,cha_seung_won,cha_seung_won_0044.npy
Asian_Females,Asian_Males,momoe_yamaguchi,momoe_yamaguchi_0038.npy,shun_oguri,shun_oguri_0079.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0058.npy,yannus_sufandi,yannus_sufandi_0016.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0055.npy,chin_han,chin_han_0006.npy
Asian_Females,Asian_Males,momoe_yamaguchi,momoe_yamaguchi_0038.npy,ye_liu,ye_liu_0002.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0063.npy,shun_oguri,shun_oguri_0070.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0010.npy,ron_yuan,ron_yuan_0056.npy
Asian_Females,Asian_Males,maureen_mendoza,maureen_mendoza_0006.npy,steven_yeun,steven_yeun_0297.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0036.npy,lee_joon-gi,lee_joon-gi_0024.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0040.npy,jack_ma,jack_ma_0422.npy
Asian_Females,Asian_Males,jinny_ng,jinny_ng_0048.npy,brandon_soo_hoo,brandon_soo_hoo_0023.npy
Asian_Females,Asian_Males,anna_tsuchiya,anna_tsuchiya_0019.npy,song_joong_ki,song_joong_ki_0056.npy
Asian_Females,Asian_Males,anna_tsuchiya,anna_tsuchiya_0031.npy,jung_yong_hwa,jung_yong_hwa_0013.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0007.npy,chin_han,chin_han_0006.npy
Asian_Females,Asian_Males,tila_tequila,tila_tequila_0939.npy,bang_yong_guk,bang_yong_guk_0044.npy
Asian_Females,Asian_Males,momoe_yamaguchi,momoe_yamaguchi_0042.npy,cha_seung_won,cha_seung_won_0053.npy
Asian_Females,Asian_Males,jun_hasegawa,jun_hasegawa_0050.npy,big_bang_g-dragon,big_bang_g-dragon_0048.npy
Asian_Females,Asian_Males,lee_jung_hyun,lee_jung_hyun_0051.npy,lee_joon-gi,lee_joon-gi_0026.npy
Asian_Females,Asian_Males,sumetal,sumetal_0001.npy,steven_yeun,steven_yeun_0261.npy
Asian_Females,Asian_Males,gong_hyo_jin,gong_hyo_jin_0000.npy,mark_dacascos,mark_dacascos_0960.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0011.npy,lee_dong_hae,lee_dong_hae_0027.npy
Asian_Females,Asian_Males,li_yuchun,li_yuchun_0052.npy,jack_ma,jack_ma_0207.npy
Asian_Females,Asian_Males,anna_maria_perez_de_tagle,anna_maria_perez_de_tagle_0093.npy,godfrey_gao,godfrey_gao_0038.npy
Asian_Females,Asian_Males,jun_hasegawa,jun_hasegawa_0034.npy,hua_chenyu,hua_chenyu_0034.npy
Asian_Females,Asian_Males,sumetal,sumetal_0013.npy,ron_yuan,ron_yuan_0058.npy
Asian_Females,Asian_Males,minori_chihara,minori_chihara_0036.npy,lee_joon-gi,lee_joon-gi_0024.npy
Asian_Females,Asian_Males,aubrey_anderson-emmons,aubrey_anderson-emmons_0014.npy,ye_liu,ye_liu_0029.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0015.npy,chanyeol,chanyeol_0036.npy
Asian_Females,Asian_Males,moametal,moametal_0043.npy,bang_yong_guk,bang_yong_guk_0043.npy
Asian_Females,Asian_Males,vivian_wu,vivian_wu_0013.npy,yao_ming,yao_ming_0038.npy
Asian_Females,Asian_Males,fumino_kimura,fumino_kimura_0021.npy,teppei_koike,teppei_koike_0032.npy
Asian_Females,Asian_Males,li_na_tennis,li_na_tennis_0012.npy,steven_yeun,steven_yeun_0261.npy
Asian_Females,Asian_Males,li_na_tennis,li_na_tennis_0007.npy,daniel_henney,daniel_henney_0008.npy
Asian_Females,Asian_Males,gong_seung_yeon,gong_seung_yeon_0022.npy,jian,jian_0010.npy
Asian_Females,Asian_Males,jinny_ng,jinny_ng_0048.npy,yao_ming,yao_ming_0036.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0193.npy,lee_joon-gi,lee_joon-gi_0024.npy
Asian_Females,Asian_Males,fala_chen,fala_chen_0073.npy,yao_ming,yao_ming_0004.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0028.npy,craig_fong,craig_fong_0078.npy
Asian_Females,Asian_Males,able_wanamakok,able_wanamakok_0012.npy,huang_xiaoming,huang_xiaoming_0022.npy
Asian_Females,Asian_Males,li_na_tennis,li_na_tennis_0035.npy,yannus_sufandi,yannus_sufandi_0007.npy
Asian_Females,Asian_Males,lee_young_ae,lee_young_ae_0009.npy,steven_yeun,steven_yeun_0261.npy
Asian_Females,Asian_Males,puff_guo,puff_guo_0036.npy,jung_yong_hwa,jung_yong_hwa_0013.npy
Asian_Females,Asian_Males,moametal,moametal_0034.npy,lee_joon-gi,lee_joon-gi_0026.npy
Asian_Females,Asian_Males,xu_jinglei,xu_jinglei_0016.npy,ye_liu,ye_liu_0029.npy
Asian_Females,Asian_Males,marmee_cosico,marmee_cosico_0079.npy,ryosuke_yamada,ryosuke_yamada_0050.npy
Asian_Females,Asian_Males,jun_hasegawa,jun_hasegawa_0068.npy,jung_woo_sung,jung_woo_sung_0015.npy
Asian_Females,Asian_Males,ming_xi,ming_xi_0040.npy,ryosuke_yamada,ryosuke_yamada_0050.npy
Asian_Females,Asian_Males,puff_guo,puff_guo_0009.npy,jack_ma,jack_ma_0422.npy
Asian_Females,Asian_Males,aubrey_anderson-emmons,aubrey_anderson-emmons_0002.npy,robin_shou,robin_shou_0097.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0041.npy,daniel_henney,daniel_henney_0056.npy
Asian_Females,Asian_Males,fumino_kimura,fumino_kimura_0022.npy,tony_chiu_wai_leung,tony_chiu_wai_leung_0028.npy
Asian_Females,Asian_Males,fumino_kimura,fumino_kimura_0062.npy,yao_ming,yao_ming_0036.npy
Asian_Females,Asian_Males,lucy_liu,lucy_liu_0038.npy,joo_jin_mo,joo_jin_mo_0016.npy
Asian_Females,Asian_Males,shin_min_a,shin_min_a_0062.npy,jack_ma,jack_ma_0422.npy
Asian_Females,Asian_Males,maggie_q,maggie_q_0210.npy,brandon_soo_hoo,brandon_soo_hoo_0022.npy
Asian_Females,Asian_Males,jun_hasegawa,jun_hasegawa_0008.npy,jian,jian_0027.npy
