name_enroll,imagenum_enroll,name_verify,imagenum_verify
lucy_liu,71,puff_guo,33
lee_jung_hyun,10,sumetal,28
tina_q_nguyen,56,gong_hyo_jin,53
gong_hyo_jin,56,lucy_liu,71
maureen_mendoza,7,able_wanamakok,15
mika_nakashima,12,tina_q_nguyen,56
zhou_xun,0,puff_guo,33
sumetal,28,moametal,43
gong_seung_yeon,54,li_yuchun,55
shin_min_a,60,li_na_tennis,28
lee_jung_hyun,2,mika_nakashima,53
sumetal,12,anna_maria_perez_de_tagle,82
zhou_xun,31,lee_jung_hyun,58
sumetal,51,ming_xi,50
tina_q_nguyen,56,li_na_tennis,22
zhou_xun,1,li_na_tennis,41
gong_hyo_jin,10,maggie_q,210
mika_nakashima,37,zhou_xun,36
vivian_wu,11,jun_hasegawa,31
aubrey_anderson-emmons,29,moametal,31
anna_maria_perez_de_tagle,93,tila_tequila,909
fumino_kimura,16,gong_hyo_jin,37
jun_hasegawa,34,gong_hyo_jin,26
moametal,11,marmee_cosico,63
anna_maria_perez_de_tagle,82,lee_young_ae,15
lee_jung_hyun,33,tina_q_nguyen,56
fumino_kimura,21,aubrey_anderson-emmons,29
li_yuchun,57,maggie_q,18
li_na_tennis,22,zhou_xun,3
tina_q_nguyen,56,gong_hyo_jin,53
tila_tequila,964,momoe_yamaguchi,32
ming_xi,26,mika_nakashima,53
gong_hyo_jin,56,marmee_cosico,62
gong_hyo_jin,17,able_wanamakok,41
anna_tsuchiya,31,tila_tequila,935
marmee_cosico,79,lee_jung_hyun,37
lucy_liu,1,mika_nakashima,66
anna_tsuchiya,50,jun_hasegawa,52
lee_young_ae,27,momoe_yamaguchi,38
ming_xi,62,tila_tequila,926
li_yuchun,11,gong_seung_yeon,54
lucy_liu,57,li_na_tennis,12
momoe_yamaguchi,32,mika_nakashima,33
momoe_yamaguchi,32,zhou_xun,10
vivian_wu,11,tina_q_nguyen,56
vivian_wu,13,minori_chihara,43
moametal,11,xu_jinglei,61
puff_guo,9,vivian_wu,12
li_yuchun,48,shin_min_a,8
lee_young_ae,13,anna_tsuchiya,43
shin_min_a,33,lee_jung_hyun,37
fumino_kimura,22,jinny_ng,48
anna_maria_perez_de_tagle,82,lucy_liu,4
minori_chihara,49,momoe_yamaguchi,38
lee_jung_hyun,33,puff_guo,9
li_na_tennis,3,anna_maria_perez_de_tagle,93
aubrey_anderson-emmons,2,momoe_yamaguchi,38
moametal,49,puff_guo,33
lucy_liu,4,anna_tsuchiya,43
moametal,49,gong_seung_yeon,22
maggie_q,210,tila_tequila,926
fumino_kimura,7,tila_tequila,918
fumino_kimura,16,jun_hasegawa,56
puff_guo,8,li_na_tennis,8
moametal,2,shin_min_a,52
jinny_ng,30,fala_chen,69
fumino_kimura,62,gong_hyo_jin,3
vivian_wu,13,moametal,34
lucy_liu,1,momoe_yamaguchi,42
sumetal,54,marmee_cosico,28
li_na_tennis,28,momoe_yamaguchi,38
anna_maria_perez_de_tagle,82,ming_xi,9
shin_min_a,60,li_na_tennis,22
xu_jinglei,30,gong_seung_yeon,27
gong_hyo_jin,0,anna_tsuchiya,31
able_wanamakok,24,lee_jung_hyun,58
moametal,34,anna_tsuchiya,3
sumetal,54,tila_tequila,926
puff_guo,5,fumino_kimura,49
marmee_cosico,62,aubrey_anderson-emmons,14
maureen_mendoza,6,minori_chihara,39
xu_jinglei,34,maureen_mendoza,7
aubrey_anderson-emmons,2,gong_seung_yeon,20
lee_young_ae,15,lee_jung_hyun,2
li_na_tennis,35,minori_chihara,19
li_na_tennis,53,gong_hyo_jin,23
anna_tsuchiya,18,moametal,56
lee_young_ae,9,anna_maria_perez_de_tagle,82
li_yuchun,63,jun_hasegawa,68
maggie_q,289,aubrey_anderson-emmons,29
sumetal,51,xu_jinglei,12
jinny_ng,20,zhou_xun,31
lee_jung_hyun,33,minori_chihara,36
lee_jung_hyun,58,fumino_kimura,62
lee_jung_hyun,58,tina_q_nguyen,56
anna_tsuchiya,1,lee_jung_hyun,52
xu_jinglei,36,mika_nakashima,33
marmee_cosico,41,minori_chihara,52
mika_nakashima,3,momoe_yamaguchi,32
able_wanamakok,12,ming_xi,26
gong_seung_yeon,54,puff_guo,52
gong_seung_yeon,19,ming_xi,9
fala_chen,73,lee_young_ae,27
gong_hyo_jin,37,fala_chen,63
minori_chihara,39,anna_maria_perez_de_tagle,93
puff_guo,13,vivian_wu,11
jinny_ng,49,lee_jung_hyun,2
marmee_cosico,63,sumetal,54
tila_tequila,909,jun_hasegawa,34
tina_q_nguyen,56,puff_guo,13
gong_seung_yeon,12,gong_hyo_jin,23
sumetal,55,moametal,34
ming_xi,37,tina_q_nguyen,56
fumino_kimura,61,lucy_liu,1
anna_tsuchiya,42,tina_q_nguyen,56
zhou_xun,0,gong_hyo_jin,17
zhou_xun,3,gong_hyo_jin,8
fumino_kimura,55,mika_nakashima,67
xu_jinglei,15,gong_hyo_jin,59
anna_tsuchiya,42,li_yuchun,18
fumino_kimura,22,puff_guo,9
li_yuchun,52,fumino_kimura,22
jun_hasegawa,52,mika_nakashima,64
gong_hyo_jin,57,jinny_ng,20
zhou_xun,21,lee_young_ae,56
fumino_kimura,54,maggie_q,240
marmee_cosico,63,ming_xi,62
fala_chen,73,tila_tequila,909
shin_min_a,33,li_na_tennis,8
shin_min_a,62,xu_jinglei,16
ming_xi,19,maureen_mendoza,28
puff_guo,10,fumino_kimura,49
lucy_liu,48,jun_hasegawa,39
li_na_tennis,56,maureen_mendoza,6
lee_jung_hyun,37,fala_chen,63
fala_chen,63,xu_jinglei,1
able_wanamakok,42,tina_q_nguyen,56
maggie_q,240,li_na_tennis,41
puff_guo,25,lee_young_ae,62
jun_hasegawa,68,minori_chihara,31
li_yuchun,3,vivian_wu,11
li_na_tennis,12,xu_jinglei,15
shin_min_a,25,li_yuchun,63
xu_jinglei,61,shin_min_a,32
marmee_cosico,63,momoe_yamaguchi,42
momoe_yamaguchi,42,lee_young_ae,5
minori_chihara,46,li_na_tennis,25
gong_seung_yeon,12,maggie_q,210
minori_chihara,19,momoe_yamaguchi,42
moametal,31,minori_chihara,43
ming_xi,52,lucy_liu,8
jinny_ng,48,gong_seung_yeon,24
able_wanamakok,12,aubrey_anderson-emmons,33
momoe_yamaguchi,38,xu_jinglei,34
momoe_yamaguchi,32,mika_nakashima,45
xu_jinglei,34,gong_hyo_jin,20
tila_tequila,939,li_yuchun,57
jun_hasegawa,56,marmee_cosico,63
mika_nakashima,66,jun_hasegawa,50
shin_min_a,62,vivian_wu,13
tina_q_nguyen,56,anna_tsuchiya,50
mika_nakashima,67,shin_min_a,32
tila_tequila,939,fala_chen,63
xu_jinglei,34,puff_guo,50
jun_hasegawa,31,able_wanamakok,41
able_wanamakok,12,aubrey_anderson-emmons,33
li_yuchun,34,marmee_cosico,62
puff_guo,8,li_yuchun,11
lee_young_ae,14,fumino_kimura,22
maggie_q,281,fumino_kimura,16
lucy_liu,71,mika_nakashima,16
fumino_kimura,7,gong_hyo_jin,20
sumetal,13,shin_min_a,25
vivian_wu,12,tina_q_nguyen,56
minori_chihara,31,xu_jinglei,58
fumino_kimura,28,anna_tsuchiya,3
li_na_tennis,26,aubrey_anderson-emmons,1
lee_jung_hyun,52,able_wanamakok,24
maggie_q,18,moametal,2
anna_maria_perez_de_tagle,82,jinny_ng,49
mika_nakashima,3,sumetal,10
gong_hyo_jin,0,marmee_cosico,63
ming_xi,62,marmee_cosico,62
xu_jinglei,36,maggie_q,210
ming_xi,31,li_yuchun,32
moametal,43,vivian_wu,12
tila_tequila,951,gong_seung_yeon,52
li_na_tennis,7,ming_xi,31
tina_q_nguyen,56,lee_jung_hyun,2
lucy_liu,64,tina_q_nguyen,56
puff_guo,8,tila_tequila,909
ming_xi,67,aubrey_anderson-emmons,29
jinny_ng,49,zhou_xun,44
tila_tequila,951,gong_seung_yeon,57
ming_xi,52,moametal,49
marmee_cosico,41,li_yuchun,3
minori_chihara,44,zhou_xun,0
minori_chihara,19,lee_young_ae,45
moametal,34,lucy_liu,56
maggie_q,289,li_na_tennis,8
lee_young_ae,62,li_yuchun,55
tina_q_nguyen,56,momoe_yamaguchi,42
li_na_tennis,22,jun_hasegawa,31
tina_q_nguyen,56,marmee_cosico,41
maggie_q,18,sumetal,16
tila_tequila,959,moametal,31
vivian_wu,11,lucy_liu,48
moametal,34,maureen_mendoza,6
gong_hyo_jin,8,fumino_kimura,16
li_yuchun,3,momoe_yamaguchi,32
xu_jinglei,34,lee_jung_hyun,24
gong_seung_yeon,32,puff_guo,43
maggie_q,289,zhou_xun,1
moametal,55,fala_chen,73
anna_tsuchiya,19,sumetal,13
xu_jinglei,41,mika_nakashima,6
minori_chihara,46,lee_jung_hyun,33
minori_chihara,52,sumetal,33
sumetal,13,gong_seung_yeon,32
aubrey_anderson-emmons,1,jun_hasegawa,18
anna_tsuchiya,44,lee_jung_hyun,18
puff_guo,7,zhou_xun,31
lee_young_ae,45,fala_chen,73
mika_nakashima,3,puff_guo,10
anna_maria_perez_de_tagle,82,mika_nakashima,33
li_yuchun,63,lee_jung_hyun,31
sumetal,56,moametal,31
marmee_cosico,79,moametal,56
gong_seung_yeon,52,aubrey_anderson-emmons,1
maureen_mendoza,7,tina_q_nguyen,56
fala_chen,69,tila_tequila,935
maggie_q,240,moametal,31
ming_xi,19,jun_hasegawa,8
ming_xi,26,lee_jung_hyun,51
momoe_yamaguchi,38,aubrey_anderson-emmons,33
mika_nakashima,64,maggie_q,193
maggie_q,289,jun_hasegawa,50
anna_maria_perez_de_tagle,93,sumetal,12
tila_tequila,932,momoe_yamaguchi,42
xu_jinglei,15,sumetal,55
puff_guo,52,anna_maria_perez_de_tagle,82
tina_q_nguyen,56,maggie_q,210
tila_tequila,926,moametal,2
maureen_mendoza,7,li_na_tennis,43
moametal,43,maggie_q,240
li_na_tennis,28,anna_tsuchiya,18
momoe_yamaguchi,32,xu_jinglei,61
tina_q_nguyen,56,maureen_mendoza,6
fala_chen,62,lee_jung_hyun,24
lucy_liu,8,minori_chihara,36
lucy_liu,48,momoe_yamaguchi,38
vivian_wu,11,fala_chen,63
sumetal,13,puff_guo,50
minori_chihara,44,able_wanamakok,56
aubrey_anderson-emmons,2,moametal,45
zhou_xun,36,li_yuchun,64
fumino_kimura,7,xu_jinglei,11
lee_young_ae,15,maggie_q,18
aubrey_anderson-emmons,33,marmee_cosico,62
mika_nakashima,12,li_yuchun,55
puff_guo,9,li_na_tennis,7
aubrey_anderson-emmons,15,gong_seung_yeon,63
jun_hasegawa,68,momoe_yamaguchi,32
minori_chihara,46,puff_guo,52
momoe_yamaguchi,42,sumetal,54
anna_tsuchiya,42,shin_min_a,61
tila_tequila,955,minori_chihara,43
minori_chihara,44,lucy_liu,1
aubrey_anderson-emmons,1,anna_tsuchiya,42
minori_chihara,52,moametal,34
able_wanamakok,56,mika_nakashima,53
maggie_q,289,jinny_ng,49
aubrey_anderson-emmons,29,sumetal,12
li_na_tennis,43,maggie_q,210
mika_nakashima,6,fala_chen,69
anna_tsuchiya,43,momoe_yamaguchi,32
li_na_tennis,3,tila_tequila,955
maureen_mendoza,28,tila_tequila,964
anna_tsuchiya,44,marmee_cosico,79
momoe_yamaguchi,42,tila_tequila,918
shin_min_a,52,gong_hyo_jin,10
fumino_kimura,56,tina_q_nguyen,56
able_wanamakok,41,maureen_mendoza,7
aubrey_anderson-emmons,2,anna_maria_perez_de_tagle,82
minori_chihara,31,fumino_kimura,55
jinny_ng,55,tina_q_nguyen,56
anna_tsuchiya,43,aubrey_anderson-emmons,14
lee_young_ae,15,zhou_xun,21
zhou_xun,0,moametal,34
jun_hasegawa,56,anna_maria_perez_de_tagle,93
moametal,49,maureen_mendoza,6
mika_nakashima,66,maggie_q,210
marmee_cosico,62,xu_jinglei,41
maureen_mendoza,6,marmee_cosico,28
moametal,2,tila_tequila,935
anna_maria_perez_de_tagle,82,gong_hyo_jin,26
tina_q_nguyen,56,tila_tequila,924
ming_xi,24,maureen_mendoza,28
lee_young_ae,14,jinny_ng,49
ming_xi,17,li_yuchun,48
jinny_ng,49,li_na_tennis,12
li_na_tennis,8,lucy_liu,38
moametal,31,li_yuchun,48
gong_hyo_jin,25,anna_tsuchiya,50
momoe_yamaguchi,32,minori_chihara,44
mika_nakashima,64,moametal,55
ming_xi,37,fumino_kimura,21
lee_jung_hyun,33,sumetal,33
able_wanamakok,56,zhou_xun,10
anna_tsuchiya,3,jinny_ng,48
aubrey_anderson-emmons,29,moametal,45
anna_tsuchiya,50,lee_jung_hyun,10
lee_young_ae,45,xu_jinglei,16
fala_chen,63,tina_q_nguyen,56
able_wanamakok,29,aubrey_anderson-emmons,2
li_na_tennis,9,zhou_xun,44
xu_jinglei,12,aubrey_anderson-emmons,29
puff_guo,10,vivian_wu,13
tila_tequila,964,sumetal,10
marmee_cosico,79,lee_young_ae,27
maureen_mendoza,28,jinny_ng,20
vivian_wu,11,anna_maria_perez_de_tagle,93
zhou_xun,21,shin_min_a,17
lee_young_ae,56,sumetal,40
mika_nakashima,21,fala_chen,62
moametal,31,marmee_cosico,41
fala_chen,69,li_na_tennis,7
xu_jinglei,58,puff_guo,13
momoe_yamaguchi,32,shin_min_a,52
ming_xi,55,li_yuchun,47
fumino_kimura,47,lucy_liu,70
lucy_liu,38,marmee_cosico,62
zhou_xun,29,li_yuchun,57
vivian_wu,11,xu_jinglei,16
minori_chihara,31,tina_q_nguyen,56
li_yuchun,32,shin_min_a,61
anna_tsuchiya,3,minori_chihara,31
puff_guo,7,gong_seung_yeon,24
mika_nakashima,6,anna_maria_perez_de_tagle,93
maureen_mendoza,7,xu_jinglei,1
zhou_xun,36,li_yuchun,48
xu_jinglei,12,puff_guo,33
maggie_q,289,marmee_cosico,79
momoe_yamaguchi,38,aubrey_anderson-emmons,1
ming_xi,67,gong_hyo_jin,0
momoe_yamaguchi,42,li_yuchun,48
puff_guo,9,lee_young_ae,5
ming_xi,19,lucy_liu,57
xu_jinglei,37,vivian_wu,11
fumino_kimura,47,anna_tsuchiya,5
marmee_cosico,28,lee_young_ae,59
maggie_q,193,li_na_tennis,36
aubrey_anderson-emmons,33,lee_jung_hyun,18
tila_tequila,918,maureen_mendoza,7
jun_hasegawa,39,maggie_q,210
gong_hyo_jin,37,able_wanamakok,24
xu_jinglei,58,jun_hasegawa,56
tila_tequila,911,vivian_wu,12
vivian_wu,12,ming_xi,9
lee_young_ae,60,able_wanamakok,27
jun_hasegawa,18,lee_young_ae,2
lee_young_ae,15,vivian_wu,12
lee_young_ae,13,able_wanamakok,29
maggie_q,18,gong_hyo_jin,59
marmee_cosico,41,vivian_wu,12
aubrey_anderson-emmons,15,xu_jinglei,1
fala_chen,69,shin_min_a,22
maggie_q,210,li_na_tennis,28
lee_young_ae,15,li_yuchun,48
sumetal,10,jinny_ng,30
moametal,49,tila_tequila,926
fala_chen,73,lee_young_ae,2
lee_young_ae,20,vivian_wu,11
gong_hyo_jin,3,jun_hasegawa,31
li_na_tennis,35,li_yuchun,69
anna_maria_perez_de_tagle,82,fumino_kimura,54
zhou_xun,11,moametal,11
li_yuchun,48,maggie_q,240
sumetal,55,moametal,31
lee_jung_hyun,33,shin_min_a,41
puff_guo,50,xu_jinglei,34
fala_chen,62,aubrey_anderson-emmons,1
fala_chen,62,lee_young_ae,22
anna_maria_perez_de_tagle,93,moametal,45
ming_xi,9,puff_guo,25
maggie_q,210,jun_hasegawa,52
anna_tsuchiya,31,shin_min_a,22
ming_xi,55,fala_chen,63
gong_seung_yeon,20,jinny_ng,55
jinny_ng,24,momoe_yamaguchi,42
tila_tequila,932,li_yuchun,47
momoe_yamaguchi,32,sumetal,55
puff_guo,41,marmee_cosico,41
gong_hyo_jin,17,tina_q_nguyen,56
aubrey_anderson-emmons,15,fala_chen,62
jinny_ng,24,gong_hyo_jin,53
able_wanamakok,24,ming_xi,17
tina_q_nguyen,56,anna_maria_perez_de_tagle,93
marmee_cosico,41,jun_hasegawa,34
lee_jung_hyun,37,li_yuchun,3
marmee_cosico,28,li_yuchun,18
aubrey_anderson-emmons,14,jinny_ng,27
zhou_xun,38,lee_young_ae,59
gong_seung_yeon,12,lee_jung_hyun,13
anna_maria_perez_de_tagle,82,able_wanamakok,27
gong_hyo_jin,57,jun_hasegawa,39
xu_jinglei,11,ming_xi,37
fumino_kimura,54,jinny_ng,27
lee_jung_hyun,10,jun_hasegawa,18
moametal,55,able_wanamakok,15
lee_jung_hyun,31,lee_young_ae,51
gong_seung_yeon,32,minori_chihara,39
mika_nakashima,6,li_na_tennis,9
fala_chen,62,minori_chihara,19
mika_nakashima,64,zhou_xun,53
gong_hyo_jin,56,momoe_yamaguchi,32
anna_tsuchiya,43,zhou_xun,31
lee_jung_hyun,37,jun_hasegawa,34
maureen_mendoza,6,puff_guo,5
fala_chen,73,gong_hyo_jin,25
vivian_wu,13,shin_min_a,32
vivian_wu,12,lee_young_ae,13
xu_jinglei,11,li_yuchun,47
li_yuchun,69,marmee_cosico,79
sumetal,12,able_wanamakok,56
jinny_ng,24,momoe_yamaguchi,38
anna_maria_perez_de_tagle,82,zhou_xun,44
momoe_yamaguchi,42,gong_hyo_jin,37
maggie_q,281,moametal,55
anna_tsuchiya,42,fumino_kimura,55
li_na_tennis,41,maureen_mendoza,7
ming_xi,24,jinny_ng,24
able_wanamakok,56,fumino_kimura,22
mika_nakashima,3,momoe_yamaguchi,42
lucy_liu,64,marmee_cosico,79
jinny_ng,55,jun_hasegawa,34
jun_hasegawa,39,momoe_yamaguchi,42
aubrey_anderson-emmons,2,fumino_kimura,7
maureen_mendoza,7,gong_seung_yeon,12
minori_chihara,43,fala_chen,63
jinny_ng,55,tina_q_nguyen,56
minori_chihara,39,gong_seung_yeon,20
able_wanamakok,27,minori_chihara,44
lee_jung_hyun,51,anna_tsuchiya,18
puff_guo,25,fala_chen,69
lee_jung_hyun,58,anna_maria_perez_de_tagle,82
tila_tequila,935,lee_young_ae,25
fumino_kimura,7,jinny_ng,48
moametal,56,tina_q_nguyen,56
puff_guo,25,momoe_yamaguchi,42
jinny_ng,49,tina_q_nguyen,56
tila_tequila,935,lucy_liu,39
jinny_ng,48,gong_hyo_jin,37
fala_chen,63,lucy_liu,64
puff_guo,13,li_yuchun,11
vivian_wu,11,maggie_q,240
fumino_kimura,21,lucy_liu,71
tina_q_nguyen,56,fumino_kimura,56
maggie_q,289,zhou_xun,3
minori_chihara,19,jun_hasegawa,39
fumino_kimura,21,vivian_wu,12
moametal,34,ming_xi,17
fala_chen,73,anna_tsuchiya,15
lucy_liu,57,xu_jinglei,34
aubrey_anderson-emmons,29,puff_guo,8
puff_guo,52,shin_min_a,7
ming_xi,37,aubrey_anderson-emmons,15
able_wanamakok,7,aubrey_anderson-emmons,33
xu_jinglei,12,anna_maria_perez_de_tagle,82
shin_min_a,25,anna_tsuchiya,5
zhou_xun,31,minori_chihara,19
sumetal,1,zhou_xun,44
aubrey_anderson-emmons,33,maureen_mendoza,7
tina_q_nguyen,56,momoe_yamaguchi,32
fala_chen,73,maggie_q,193
jun_hasegawa,52,lee_jung_hyun,13
gong_seung_yeon,32,anna_maria_perez_de_tagle,82
able_wanamakok,7,tila_tequila,918
maureen_mendoza,6,jun_hasegawa,56
vivian_wu,12,tila_tequila,924
able_wanamakok,24,xu_jinglei,1
gong_seung_yeon,52,li_yuchun,11
lee_young_ae,27,minori_chihara,39
xu_jinglei,58,vivian_wu,12
moametal,11,vivian_wu,12
fumino_kimura,22,aubrey_anderson-emmons,1
zhou_xun,13,jun_hasegawa,18
ming_xi,17,lee_jung_hyun,31
xu_jinglei,1,anna_tsuchiya,44
fala_chen,73,fumino_kimura,55
lee_jung_hyun,13,ming_xi,52
li_yuchun,69,fala_chen,69
ming_xi,26,tila_tequila,951
vivian_wu,12,aubrey_anderson-emmons,15
moametal,42,lee_young_ae,9
sumetal,12,able_wanamakok,15
lee_jung_hyun,33,fala_chen,73
puff_guo,52,sumetal,40
tila_tequila,918,anna_tsuchiya,44
li_yuchun,57,zhou_xun,11
fala_chen,69,anna_tsuchiya,5
fumino_kimura,49,shin_min_a,32
lee_jung_hyun,33,maggie_q,240
momoe_yamaguchi,42,li_yuchun,63
minori_chihara,36,lee_jung_hyun,58
xu_jinglei,34,gong_seung_yeon,54
maureen_mendoza,28,maggie_q,281
maggie_q,281,maureen_mendoza,6
li_na_tennis,43,anna_tsuchiya,43
mika_nakashima,66,shin_min_a,60
puff_guo,50,gong_seung_yeon,19
gong_seung_yeon,0,lee_young_ae,20
tina_q_nguyen,56,able_wanamakok,42
maggie_q,193,zhou_xun,57
aubrey_anderson-emmons,14,anna_maria_perez_de_tagle,93
tina_q_nguyen,56,shin_min_a,25
lucy_liu,71,fala_chen,73
gong_seung_yeon,27,gong_hyo_jin,3
puff_guo,7,fala_chen,63
li_na_tennis,3,puff_guo,50
zhou_xun,13,li_yuchun,3
momoe_yamaguchi,42,aubrey_anderson-emmons,29
anna_tsuchiya,44,maggie_q,193
able_wanamakok,27,fala_chen,63
