identity,imagenum,fold,db_code,image_path,cache_filename,status
aubrey_anderson-emmons,35,Asian_Females,CWF,aubrey_anderson-emmons/035.jpg,,low_confidence
aubrey_anderson-emmons,38,Asian_Females,CWF,aubrey_anderson-emmons/038.jpg,,low_confidence
aubrey_anderson-emmons,41,Asian_Females,CWF,aubrey_anderson-emmons/041.jpg,,low_confidence
aubrey_anderson-emmons,45,Asian_Females,CWF,aubrey_anderson-emmons/045.jpg,,low_confidence
aubrey_anderson-emmons,50,Asian_Females,CWF,aubrey_anderson-emmons/050.jpg,,low_confidence
aubrey_anderson-emmons,52,Asian_Females,CWF,aubrey_anderson-emmons/052.jpg,,low_confidence
aubrey_anderson-emmons,53,Asian_Females,CWF,aubrey_anderson-emmons/053.jpg,,low_confidence
charlyne_yi,3,Asian_Females,VGGFace,charlyne_yi/00000003.jpg,,no_face
charlyne_yi,4,Asian_Females,VGGFace,charlyne_yi/00000004.jpg,,no_face
charlyne_yi,22,Asian_Females,VGGFace,charlyne_yi/00000022.jpg,,no_face
charlyne_yi,35,Asian_Females,VGGFace,charlyne_yi/00000035.jpg,,no_face
charlyne_yi,37,Asian_Females,VGGFace,charlyne_yi/00000037.jpg,,no_face
charlyne_yi,38,Asian_Females,VGGFace,charlyne_yi/00000038.jpg,,low_confidence
charlyne_yi,55,Asian_Females,VGGFace,charlyne_yi/00000055.jpg,,no_face
charlyne_yi,66,Asian_Females,VGGFace,charlyne_yi/00000066.jpg,,no_face
charlyne_yi,93,Asian_Females,VGGFace,charlyne_yi/00000093.jpg,,low_confidence
charlyne_yi,110,Asian_Females,VGGFace,charlyne_yi/00000110.jpg,,no_face
charlyne_yi,131,Asian_Females,VGGFace,charlyne_yi/00000131.jpg,,low_confidence
charlyne_yi,140,Asian_Females,VGGFace,charlyne_yi/00000140.jpg,,low_confidence
charlyne_yi,141,Asian_Females,VGGFace,charlyne_yi/00000141.jpg,,no_face
charlyne_yi,152,Asian_Females,VGGFace,charlyne_yi/00000152.jpg,,low_confidence
charlyne_yi,166,Asian_Females,VGGFace,charlyne_yi/00000166.jpg,,no_face
charlyne_yi,213,Asian_Females,VGGFace,charlyne_yi/00000213.jpg,,no_face
charlyne_yi,257,Asian_Females,VGGFace,charlyne_yi/00000257.jpg,,no_face
charlyne_yi,477,Asian_Females,VGGFace,charlyne_yi/00000477.jpg,,no_face
fala_chen,1,Asian_Females,CWF,fala_chen/001.jpg,,low_confidence
fala_chen,4,Asian_Females,CWF,fala_chen/004.jpg,,spoof_detected
fala_chen,10,Asian_Females,CWF,fala_chen/010.jpg,,low_confidence
fala_chen,12,Asian_Females,CWF,fala_chen/012.jpg,,no_face
fala_chen,14,Asian_Females,CWF,fala_chen/014.jpg,,low_confidence
fala_chen,18,Asian_Females,CWF,fala_chen/018.jpg,,no_face
fala_chen,20,Asian_Females,CWF,fala_chen/020.jpg,,low_confidence
fala_chen,22,Asian_Females,CWF,fala_chen/022.jpg,,low_confidence
fala_chen,47,Asian_Females,CWF,fala_chen/047.jpg,,low_confidence
fala_chen,54,Asian_Females,CWF,fala_chen/054.jpg,,low_confidence
fala_chen,56,Asian_Females,CWF,fala_chen/056.jpg,,low_confidence
fala_chen,58,Asian_Females,CWF,fala_chen/058.jpg,,no_face
fala_chen,62,Asian_Females,CWF,fala_chen/062.jpg,fala_chen_0062.npy,ok
fala_chen,63,Asian_Females,CWF,fala_chen/063.jpg,fala_chen_0063.npy,ok
fala_chen,69,Asian_Females,CWF,fala_chen/069.jpg,fala_chen_0069.npy,ok
fala_chen,70,Asian_Females,CWF,fala_chen/070.jpg,,low_confidence
fala_chen,73,Asian_Females,CWF,fala_chen/073.jpg,fala_chen_0073.npy,ok
fala_chen,74,Asian_Females,CWF,fala_chen/074.jpg,,low_confidence
fumino_kimura,0,Asian_Females,CWF,fumino_kimura/000.jpg,,no_face
fumino_kimura,4,Asian_Females,CWF,fumino_kimura/004.jpg,,no_face
fumino_kimura,6,Asian_Females,CWF,fumino_kimura/006.jpg,,no_face
fumino_kimura,7,Asian_Females,CWF,fumino_kimura/007.jpg,fumino_kimura_0007.npy,ok
fumino_kimura,16,Asian_Females,CWF,fumino_kimura/016.jpg,fumino_kimura_0016.npy,ok
fumino_kimura,21,Asian_Females,CWF,fumino_kimura/021.jpg,fumino_kimura_0021.npy,ok
fumino_kimura,22,Asian_Females,CWF,fumino_kimura/022.jpg,fumino_kimura_0022.npy,ok
fumino_kimura,23,Asian_Females,CWF,fumino_kimura/023.jpg,,no_face
fumino_kimura,28,Asian_Females,CWF,fumino_kimura/028.jpg,fumino_kimura_0028.npy,ok
fumino_kimura,42,Asian_Females,CWF,fumino_kimura/042.jpg,,no_face
fumino_kimura,47,Asian_Females,CWF,fumino_kimura/047.jpg,fumino_kimura_0047.npy,ok
fumino_kimura,49,Asian_Females,CWF,fumino_kimura/049.jpg,fumino_kimura_0049.npy,ok
fumino_kimura,54,Asian_Females,CWF,fumino_kimura/054.jpg,fumino_kimura_0054.npy,ok
fumino_kimura,55,Asian_Females,CWF,fumino_kimura/055.jpg,fumino_kimura_0055.npy,ok
fumino_kimura,56,Asian_Females,CWF,fumino_kimura/056.jpg,fumino_kimura_0056.npy,ok
fumino_kimura,61,Asian_Females,CWF,fumino_kimura/061.jpg,fumino_kimura_0061.npy,ok
fumino_kimura,62,Asian_Females,CWF,fumino_kimura/062.jpg,fumino_kimura_0062.npy,ok
fumino_kimura,64,Asian_Females,CWF,fumino_kimura/064.jpg,,low_confidence
gong_hyo_jin,0,Asian_Females,CWF,gong_hyo_jin/000.jpg,gong_hyo_jin_0000.npy,ok
gong_hyo_jin,1,Asian_Females,CWF,gong_hyo_jin/001.jpg,,spoof_detected
gong_hyo_jin,3,Asian_Females,CWF,gong_hyo_jin/003.jpg,gong_hyo_jin_0003.npy,ok
gong_hyo_jin,8,Asian_Females,CWF,gong_hyo_jin/008.jpg,gong_hyo_jin_0008.npy,ok
gong_hyo_jin,10,Asian_Females,CWF,gong_hyo_jin/010.jpg,gong_hyo_jin_0010.npy,ok
gong_hyo_jin,17,Asian_Females,CWF,gong_hyo_jin/017.jpg,gong_hyo_jin_0017.npy,ok
gong_hyo_jin,20,Asian_Females,CWF,gong_hyo_jin/020.jpg,gong_hyo_jin_0020.npy,ok
gong_hyo_jin,21,Asian_Females,CWF,gong_hyo_jin/021.jpg,gong_hyo_jin_0021.npy,ok
gong_hyo_jin,23,Asian_Females,CWF,gong_hyo_jin/023.jpg,gong_hyo_jin_0023.npy,ok
gong_hyo_jin,25,Asian_Females,CWF,gong_hyo_jin/025.jpg,gong_hyo_jin_0025.npy,ok
gong_hyo_jin,26,Asian_Females,CWF,gong_hyo_jin/026.jpg,gong_hyo_jin_0026.npy,ok
gong_hyo_jin,29,Asian_Females,CWF,gong_hyo_jin/029.jpg,gong_hyo_jin_0029.npy,ok
gong_hyo_jin,30,Asian_Females,CWF,gong_hyo_jin/030.jpg,gong_hyo_jin_0030.npy,ok
gong_hyo_jin,37,Asian_Females,CWF,gong_hyo_jin/037.jpg,gong_hyo_jin_0037.npy,ok
gong_hyo_jin,53,Asian_Females,CWF,gong_hyo_jin/053.jpg,gong_hyo_jin_0053.npy,ok
gong_hyo_jin,56,Asian_Females,CWF,gong_hyo_jin/056.jpg,gong_hyo_jin_0056.npy,ok
gong_hyo_jin,57,Asian_Females,CWF,gong_hyo_jin/057.jpg,gong_hyo_jin_0057.npy,ok
gong_hyo_jin,59,Asian_Females,CWF,gong_hyo_jin/059.jpg,gong_hyo_jin_0059.npy,ok
gong_seung_yeon,0,Asian_Females,CWF,gong_seung_yeon/000.jpg,gong_seung_yeon_0000.npy,ok
gong_seung_yeon,10,Asian_Females,CWF,gong_seung_yeon/010.jpg,,spoof_detected
gong_seung_yeon,12,Asian_Females,CWF,gong_seung_yeon/012.jpg,gong_seung_yeon_0012.npy,ok
gong_seung_yeon,17,Asian_Females,CWF,gong_seung_yeon/017.jpg,,spoof_detected
gong_seung_yeon,19,Asian_Females,CWF,gong_seung_yeon/019.jpg,gong_seung_yeon_0019.npy,ok
gong_seung_yeon,20,Asian_Females,CWF,gong_seung_yeon/020.jpg,gong_seung_yeon_0020.npy,ok
gong_seung_yeon,22,Asian_Females,CWF,gong_seung_yeon/022.jpg,gong_seung_yeon_0022.npy,ok
gong_seung_yeon,24,Asian_Females,CWF,gong_seung_yeon/024.jpg,gong_seung_yeon_0024.npy,ok
gong_seung_yeon,25,Asian_Females,CWF,gong_seung_yeon/025.jpg,gong_seung_yeon_0025.npy,ok
gong_seung_yeon,27,Asian_Females,CWF,gong_seung_yeon/027.jpg,gong_seung_yeon_0027.npy,ok
gong_seung_yeon,32,Asian_Females,CWF,gong_seung_yeon/032.jpg,gong_seung_yeon_0032.npy,ok
gong_seung_yeon,36,Asian_Females,CWF,gong_seung_yeon/036.jpg,gong_seung_yeon_0036.npy,ok
gong_seung_yeon,39,Asian_Females,CWF,gong_seung_yeon/039.jpg,gong_seung_yeon_0039.npy,ok
gong_seung_yeon,49,Asian_Females,CWF,gong_seung_yeon/049.jpg,gong_seung_yeon_0049.npy,ok
gong_seung_yeon,52,Asian_Females,CWF,gong_seung_yeon/052.jpg,gong_seung_yeon_0052.npy,ok
gong_seung_yeon,54,Asian_Females,CWF,gong_seung_yeon/054.jpg,gong_seung_yeon_0054.npy,ok
gong_seung_yeon,57,Asian_Females,CWF,gong_seung_yeon/057.jpg,gong_seung_yeon_0057.npy,ok
gong_seung_yeon,63,Asian_Females,CWF,gong_seung_yeon/063.jpg,gong_seung_yeon_0063.npy,ok
jinny_ng,0,Asian_Females,CWF,jinny_ng/000.jpg,,spoof_detected
jinny_ng,5,Asian_Females,CWF,jinny_ng/005.jpg,,spoof_detected
jinny_ng,6,Asian_Females,CWF,jinny_ng/006.jpg,,spoof_detected
jinny_ng,15,Asian_Females,CWF,jinny_ng/015.jpg,,spoof_detected
jinny_ng,20,Asian_Females,CWF,jinny_ng/020.jpg,jinny_ng_0020.npy,ok
jinny_ng,24,Asian_Females,CWF,jinny_ng/024.jpg,jinny_ng_0024.npy,ok
jinny_ng,27,Asian_Females,CWF,jinny_ng/027.jpg,jinny_ng_0027.npy,ok
jinny_ng,30,Asian_Females,CWF,jinny_ng/030.jpg,jinny_ng_0030.npy,ok
jinny_ng,31,Asian_Females,CWF,jinny_ng/031.jpg,,low_confidence
jinny_ng,39,Asian_Females,CWF,jinny_ng/039.jpg,,spoof_detected
jinny_ng,41,Asian_Females,CWF,jinny_ng/041.jpg,,no_face
jinny_ng,44,Asian_Females,CWF,jinny_ng/044.jpg,,spoof_detected
jinny_ng,48,Asian_Females,CWF,jinny_ng/048.jpg,jinny_ng_0048.npy,ok
jinny_ng,49,Asian_Females,CWF,jinny_ng/049.jpg,jinny_ng_0049.npy,ok
jinny_ng,55,Asian_Females,CWF,jinny_ng/055.jpg,jinny_ng_0055.npy,ok
jinny_ng,57,Asian_Females,CWF,jinny_ng/057.jpg,,spoof_detected
jinny_ng,60,Asian_Females,CWF,jinny_ng/060.jpg,,no_face
jinny_ng,65,Asian_Females,CWF,jinny_ng/065.jpg,,spoof_detected
jun_hasegawa,2,Asian_Females,CWF,jun_hasegawa/002.jpg,,no_face
jun_hasegawa,8,Asian_Females,CWF,jun_hasegawa/008.jpg,jun_hasegawa_0008.npy,ok
jun_hasegawa,9,Asian_Females,CWF,jun_hasegawa/009.jpg,,spoof_detected
jun_hasegawa,17,Asian_Females,CWF,jun_hasegawa/017.jpg,,spoof_detected
jun_hasegawa,18,Asian_Females,CWF,jun_hasegawa/018.jpg,jun_hasegawa_0018.npy,ok
jun_hasegawa,29,Asian_Females,CWF,jun_hasegawa/029.jpg,,low_confidence
jun_hasegawa,31,Asian_Females,CWF,jun_hasegawa/031.jpg,jun_hasegawa_0031.npy,ok
jun_hasegawa,32,Asian_Females,CWF,jun_hasegawa/032.jpg,,low_confidence
jun_hasegawa,34,Asian_Females,CWF,jun_hasegawa/034.jpg,jun_hasegawa_0034.npy,ok
jun_hasegawa,39,Asian_Females,CWF,jun_hasegawa/039.jpg,jun_hasegawa_0039.npy,ok
jun_hasegawa,42,Asian_Females,CWF,jun_hasegawa/042.jpg,,low_confidence
jun_hasegawa,43,Asian_Females,CWF,jun_hasegawa/043.jpg,,spoof_detected
jun_hasegawa,49,Asian_Females,CWF,jun_hasegawa/049.jpg,jun_hasegawa_0049.npy,ok
jun_hasegawa,50,Asian_Females,CWF,jun_hasegawa/050.jpg,jun_hasegawa_0050.npy,ok
jun_hasegawa,52,Asian_Females,CWF,jun_hasegawa/052.jpg,jun_hasegawa_0052.npy,ok
jun_hasegawa,56,Asian_Females,CWF,jun_hasegawa/056.jpg,jun_hasegawa_0056.npy,ok
jun_hasegawa,66,Asian_Females,CWF,jun_hasegawa/066.jpg,,no_face
jun_hasegawa,68,Asian_Females,CWF,jun_hasegawa/068.jpg,jun_hasegawa_0068.npy,ok
lee_jung_hyun,2,Asian_Females,CWF,lee_jung_hyun/002.jpg,lee_jung_hyun_0002.npy,ok
lee_jung_hyun,3,Asian_Females,CWF,lee_jung_hyun/003.jpg,,spoof_detected
lee_jung_hyun,10,Asian_Females,CWF,lee_jung_hyun/010.jpg,lee_jung_hyun_0010.npy,ok
lee_jung_hyun,13,Asian_Females,CWF,lee_jung_hyun/013.jpg,lee_jung_hyun_0013.npy,ok
lee_jung_hyun,15,Asian_Females,CWF,lee_jung_hyun/015.jpg,,spoof_detected
lee_jung_hyun,18,Asian_Females,CWF,lee_jung_hyun/018.jpg,lee_jung_hyun_0018.npy,ok
lee_jung_hyun,19,Asian_Females,CWF,lee_jung_hyun/019.jpg,,spoof_detected
lee_jung_hyun,24,Asian_Females,CWF,lee_jung_hyun/024.jpg,lee_jung_hyun_0024.npy,ok
lee_jung_hyun,26,Asian_Females,CWF,lee_jung_hyun/026.jpg,,spoof_detected
lee_jung_hyun,31,Asian_Females,CWF,lee_jung_hyun/031.jpg,lee_jung_hyun_0031.npy,ok
lee_jung_hyun,33,Asian_Females,CWF,lee_jung_hyun/033.jpg,lee_jung_hyun_0033.npy,ok
lee_jung_hyun,37,Asian_Females,CWF,lee_jung_hyun/037.jpg,lee_jung_hyun_0037.npy,ok
lee_jung_hyun,51,Asian_Females,CWF,lee_jung_hyun/051.jpg,lee_jung_hyun_0051.npy,ok
lee_jung_hyun,52,Asian_Females,CWF,lee_jung_hyun/052.jpg,lee_jung_hyun_0052.npy,ok
lee_jung_hyun,53,Asian_Females,CWF,lee_jung_hyun/053.jpg,,no_face
lee_jung_hyun,58,Asian_Females,CWF,lee_jung_hyun/058.jpg,lee_jung_hyun_0058.npy,ok
lee_jung_hyun,61,Asian_Females,CWF,lee_jung_hyun/061.jpg,,spoof_detected
lee_jung_hyun,67,Asian_Females,CWF,lee_jung_hyun/067.jpg,,spoof_detected
lee_young_ae,2,Asian_Females,CWF,lee_young_ae/002.jpg,lee_young_ae_0002.npy,ok
lee_young_ae,5,Asian_Females,CWF,lee_young_ae/005.jpg,lee_young_ae_0005.npy,ok
lee_young_ae,9,Asian_Females,CWF,lee_young_ae/009.jpg,lee_young_ae_0009.npy,ok
lee_young_ae,13,Asian_Females,CWF,lee_young_ae/013.jpg,lee_young_ae_0013.npy,ok
lee_young_ae,14,Asian_Females,CWF,lee_young_ae/014.jpg,lee_young_ae_0014.npy,ok
lee_young_ae,15,Asian_Females,CWF,lee_young_ae/015.jpg,lee_young_ae_0015.npy,ok
lee_young_ae,20,Asian_Females,CWF,lee_young_ae/020.jpg,lee_young_ae_0020.npy,ok
lee_young_ae,22,Asian_Females,CWF,lee_young_ae/022.jpg,lee_young_ae_0022.npy,ok
lee_young_ae,25,Asian_Females,CWF,lee_young_ae/025.jpg,lee_young_ae_0025.npy,ok
lee_young_ae,27,Asian_Females,CWF,lee_young_ae/027.jpg,lee_young_ae_0027.npy,ok
lee_young_ae,32,Asian_Females,CWF,lee_young_ae/032.jpg,,spoof_detected
lee_young_ae,45,Asian_Females,CWF,lee_young_ae/045.jpg,lee_young_ae_0045.npy,ok
lee_young_ae,51,Asian_Females,CWF,lee_young_ae/051.jpg,lee_young_ae_0051.npy,ok
lee_young_ae,56,Asian_Females,CWF,lee_young_ae/056.jpg,lee_young_ae_0056.npy,ok
lee_young_ae,59,Asian_Females,CWF,lee_young_ae/059.jpg,lee_young_ae_0059.npy,ok
lee_young_ae,60,Asian_Females,CWF,lee_young_ae/060.jpg,lee_young_ae_0060.npy,ok
lee_young_ae,62,Asian_Females,CWF,lee_young_ae/062.jpg,lee_young_ae_0062.npy,ok
lee_young_ae,64,Asian_Females,CWF,lee_young_ae/064.jpg,,spoof_detected
li_na_tennis,0,Asian_Females,CWF,li_na_tennis/000.jpg,,low_confidence
li_na_tennis,3,Asian_Females,CWF,li_na_tennis/003.jpg,li_na_tennis_0003.npy,ok
li_na_tennis,7,Asian_Females,CWF,li_na_tennis/007.jpg,li_na_tennis_0007.npy,ok
li_na_tennis,8,Asian_Females,CWF,li_na_tennis/008.jpg,li_na_tennis_0008.npy,ok
li_na_tennis,9,Asian_Females,CWF,li_na_tennis/009.jpg,li_na_tennis_0009.npy,ok
li_na_tennis,10,Asian_Females,CWF,li_na_tennis/010.jpg,li_na_tennis_0010.npy,ok
li_na_tennis,12,Asian_Females,CWF,li_na_tennis/012.jpg,li_na_tennis_0012.npy,ok
li_na_tennis,22,Asian_Females,CWF,li_na_tennis/022.jpg,li_na_tennis_0022.npy,ok
li_na_tennis,25,Asian_Females,CWF,li_na_tennis/025.jpg,li_na_tennis_0025.npy,ok
li_na_tennis,26,Asian_Females,CWF,li_na_tennis/026.jpg,li_na_tennis_0026.npy,ok
li_na_tennis,28,Asian_Females,CWF,li_na_tennis/028.jpg,li_na_tennis_0028.npy,ok
li_na_tennis,35,Asian_Females,CWF,li_na_tennis/035.jpg,li_na_tennis_0035.npy,ok
li_na_tennis,36,Asian_Females,CWF,li_na_tennis/036.jpg,li_na_tennis_0036.npy,ok
li_na_tennis,39,Asian_Females,CWF,li_na_tennis/039.jpg,,spoof_detected
li_na_tennis,41,Asian_Females,CWF,li_na_tennis/041.jpg,li_na_tennis_0041.npy,ok
li_na_tennis,43,Asian_Females,CWF,li_na_tennis/043.jpg,li_na_tennis_0043.npy,ok
li_na_tennis,53,Asian_Females,CWF,li_na_tennis/053.jpg,li_na_tennis_0053.npy,ok
li_na_tennis,56,Asian_Females,CWF,li_na_tennis/056.jpg,li_na_tennis_0056.npy,ok
li_yuchun,3,Asian_Females,CWF,li_yuchun/003.jpg,li_yuchun_0003.npy,ok
li_yuchun,6,Asian_Females,CWF,li_yuchun/006.jpg,li_yuchun_0006.npy,ok
li_yuchun,8,Asian_Females,CWF,li_yuchun/008.jpg,,spoof_detected
li_yuchun,11,Asian_Females,CWF,li_yuchun/011.jpg,li_yuchun_0011.npy,ok
li_yuchun,14,Asian_Females,CWF,li_yuchun/014.jpg,li_yuchun_0014.npy,ok
li_yuchun,18,Asian_Females,CWF,li_yuchun/018.jpg,li_yuchun_0018.npy,ok
li_yuchun,22,Asian_Females,CWF,li_yuchun/022.jpg,,low_confidence
li_yuchun,32,Asian_Females,CWF,li_yuchun/032.jpg,li_yuchun_0032.npy,ok
li_yuchun,34,Asian_Females,CWF,li_yuchun/034.jpg,li_yuchun_0034.npy,ok
li_yuchun,47,Asian_Females,CWF,li_yuchun/047.jpg,li_yuchun_0047.npy,ok
li_yuchun,48,Asian_Females,CWF,li_yuchun/048.jpg,li_yuchun_0048.npy,ok
li_yuchun,52,Asian_Females,CWF,li_yuchun/052.jpg,li_yuchun_0052.npy,ok
li_yuchun,55,Asian_Females,CWF,li_yuchun/055.jpg,li_yuchun_0055.npy,ok
li_yuchun,57,Asian_Females,CWF,li_yuchun/057.jpg,li_yuchun_0057.npy,ok
li_yuchun,62,Asian_Females,CWF,li_yuchun/062.jpg,,low_confidence
li_yuchun,63,Asian_Females,CWF,li_yuchun/063.jpg,li_yuchun_0063.npy,ok
li_yuchun,64,Asian_Females,CWF,li_yuchun/064.jpg,li_yuchun_0064.npy,ok
li_yuchun,69,Asian_Females,CWF,li_yuchun/069.jpg,li_yuchun_0069.npy,ok
lucy_liu,1,Asian_Females,CWF,lucy_liu/001.jpg,lucy_liu_0001.npy,ok
lucy_liu,4,Asian_Females,CWF,lucy_liu/004.jpg,lucy_liu_0004.npy,ok
lucy_liu,8,Asian_Females,CWF,lucy_liu/008.jpg,lucy_liu_0008.npy,ok
lucy_liu,13,Asian_Females,CWF,lucy_liu/013.jpg,lucy_liu_0013.npy,ok
lucy_liu,34,Asian_Females,CWF,lucy_liu/034.jpg,,low_confidence
lucy_liu,38,Asian_Females,CWF,lucy_liu/038.jpg,lucy_liu_0038.npy,ok
